au_1_left,au_1_right,au_2_left,au_2_right,au_4_left,au_4_right,au_5,au_6,au_7,au_10,au_12_left,au_12_right,au_25,au_26,au_45_left,au_45_right,frame,name, sadness, neutral, contempt, disgust, anger, surprise, fear, happiness
0.75,0.75,0.9,0.9,0.45,0.45,1,0.1,0,0.1,0.45,0.45,1,0,0.15,0.15,2169,frame.02169.jpg,0.057934213,0.7860365,0.011203588,0.000880422,0.002898728,0.09300475,0.012813937,0.03522786
0,0,0.219962,0.219962,0.0733207,0.0733207,0.0733207,0,0.109981,0.659886,0.366603,0.366603,0.109981,0.329943,0,0,2170,frame.02170.jpg,0.003011535,0.721844435,0.010682819,0.000603668,0.002603556,0.235423118,0.003541555,0.022289338
0,0,0.3,0.3,0.1,0.1,0.1,0,0.15,0.9,0.5,0.5,0.15,0.45,0,0,2171,frame.02171.jpg,0.002128477,0.9149969,0.009544907,0.000345912,0.001453829,0.04458588,0.00034983,0.026594238
0.4,0.4,0.5,0.5,0.7,0.7,0.9,0.1,0,0.15,0.55,0.55,0.95,0.2,0.9,0.9,2172,frame.02172.jpg,0.025376087,0.83722806,0.028512197,0.000602488,0.00112017,0.000635676,9.20E-05,0.10643328
0.658867,0.658867,0.116271,0.116271,0.581353,0.581353,0.0775138,0.0387569,0,0.0775138,0.0387569,0.0387569,0.116271,0.0387569,0,0,2173,frame.02173.jpg,0.09978946,0.763679564,0.011187946,0.000424518,0.001236725,0.08509315,0.024139335,0.014449283
0.85,0.85,0.15,0.15,0.75,0.75,0.1,0.05,0,0.1,0.05,0.05,0.15,0.05,0,0,2174,frame.02174.jpg,0.275782436,0.57545346,0.008469919,0.000890197,0.00148095,0.07463458,0.054579385,0.008709097
0.6,0.6,0.5,0.5,0.95,0.95,0.1,0.95,0.15,0,0.35,0.35,0.15,0.85,0.95,0.95,2175,frame.02175.jpg,0.021008125,0.8835119,0.023656702,0.001118195,0.002403702,0.001744822,0.000187207,0.066369325
0.6,0.6,0.5,0.5,0.95,0.95,0.1,0.95,0.15,0,0.35,0.35,0.15,0.85,0.95,0.95,2176,frame.02176.jpg,0.021008125,0.8835119,0.023656702,0.001118195,0.002403702,0.001744822,0.000187207,0.066369325
0.45,0.45,0.25,0.25,0.4,0.4,0.15,0.15,0.9,0.85,0.7,0.7,0.05,0.4,0,0,2177,frame.02177.jpg,0.002719438,0.893141,0.011069756,0.000103795,0.000312315,0.000619921,1.93E-05,0.09201448
0.45,0.45,0.25,0.25,0.4,0.4,0.15,0.15,0.9,0.85,0.7,0.7,0.05,0.4,0,0,2178,frame.02178.jpg,0.002719438,0.893141,0.011069756,0.000103795,0.000312315,0.000619921,1.93E-05,0.09201448
0.45,0.45,1,1,0.25,0.25,1,0.9,0,0.05,0.25,0.25,0.1,0.55,0.05,0.05,2179,frame.02179.jpg,0.001743905,0.762870967,0.006666588,0.000279962,0.001122863,0.147554,0.001347968,0.07841378
0.170017,0.170017,0.377816,0.377816,0.0944541,0.0944541,0.377816,0.340035,0,0.0188908,0.0944541,0.0944541,0.0377816,0.207799,0.0188908,0.0188908,2180,frame.02180.jpg,0.00125611,0.859968,0.016211871,0.000126999,0.000476901,0.06575308,0.00054123,0.05566582
0.9,0.9,0.5,0.5,0.85,0.85,0.95,0.15,0.15,0,1,1,0,0.9,0,0,2181,frame.02181.jpg,0.151248,0.5341271,0.032337967,0.004281213,0.005476925,0.160774559,0.05093972,0.06081452
0.05,0.05,0.4,0.4,0.6,0.6,0,1,0.05,0.15,0.3,0.3,0.05,0.7,0.9,0.9,2182,frame.02182.jpg,0.002760078,0.90961,0.014520478,0.000355363,0.000836439,0.000878557,2.30E-05,0.07101606
0.35,0.35,0.25,0.25,0.3,0.3,0,0.15,0.05,0.1,0.4,0.4,0,0.8,0.95,0.95,2183,frame.02183.jpg,0.003973007,0.8409268,0.014923058,0.00017408,0.000205262,0.000740266,1.83E-05,0.139039248
0.05,0.05,1,1,0.4,0.4,0,0.95,0.1,0.1,0.75,0.75,0.9,1,0.15,0.15,2184,frame.02184.jpg,0.001192697,0.8406756,0.015875496,0.00085595,0.002109957,0.013181497,7.67E-05,0.126032144
0.75,0.75,0.5,0.5,0.8,0.8,0.1,0.05,0.1,0.05,0.15,0.15,0.05,0.8,1,1,2185,frame.02185.jpg,0.09290535,0.8500315,0.014821935,0.001116392,0.002599088,0.001426734,0.000312082,0.036786906
0.2,0.2,0.75,0.75,0.2,0.2,1,0.15,0.15,0.9,0.35,0.35,0.85,0.55,0.05,0.05,2186,frame.02186.jpg,0.00380687,0.918940365,0.014554321,0.000525251,0.002403774,0.042590402,0.000660358,0.016518667
0.4,0.4,0.95,0.95,0.85,0.85,0.15,0,1,0,0.45,0.45,0.1,0.35,0.15,0.15,2187,frame.02187.jpg,0.00321402,0.7825006,0.023171352,0.000346744,0.000950384,0.00085977,3.75E-05,0.188919619
0,0,0.8,0.8,0.25,0.25,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0,0,2188,frame.02188.jpg,0.00068348,0.7276127,0.00737671,0.00015229,0.000953783,0.2404284,0.000858165,0.021934481
0.3,0.3,0.7,0.7,0.65,0.65,0.15,0,0,0.95,0.3,0.3,0.05,0.3,0.05,0.05,2189,frame.02189.jpg,0.005042294,0.7937197,0.011462802,0.00055458,0.002704549,0.1717874,0.003009332,0.011719324
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2190,frame.02190.jpg,0.000999846,0.774194539,0.008719815,0.00010523,0.000536247,0.176480651,0.001141219,0.037822466
0.95,0.95,0.05,0.05,0.15,0.15,0.05,1,0.9,0.95,0.55,0.55,0.15,0.65,0.1,0.1,2191,frame.02191.jpg,0.02733171,0.9171817,0.020419285,0.000461294,0.001652,0.000205002,3.46E-05,0.032714397
0.114448,0.114448,0.206006,0.206006,0.434902,0.434902,0.434902,0,0.0457792,0.389123,0.0915584,0.0915584,0.0457792,0.0457792,0.0686688,0.0686688,2192,frame.02192.jpg,0.003679524,0.858668447,0.008912787,0.00023666,0.001429173,0.111515768,0.001905665,0.013652002
0.14044,0.14044,0.0517412,0.0517412,0.0221748,0.0221748,0.14044,0.14044,0.0147832,0.0147832,0,0,0.0147832,0.0295664,0.0221748,0.0221748,2193,frame.02193.jpg,0.001395728,0.8502733,0.010239298,0.000121822,0.00061659,0.08710336,0.000877529,0.049372338
0.95,0.95,0.35,0.35,0.15,0.15,0.95,0.95,0.1,0.1,0,0,0.1,0.2,0.15,0.15,2194,frame.02194.jpg,0.010427424,0.933160245,0.006349645,2.94E-05,0.000145377,0.000133053,1.30E-05,0.049741805
0.25,0.25,0.45,0.45,0.45,0.45,0.85,0.15,0.05,0.05,0.85,0.85,0.1,0.65,0.9,0.9,2195,frame.02195.jpg,0.002823273,0.6653235,0.010907897,0.000159997,0.00016452,0.001687698,3.72E-05,0.318895876
0.869893,0.869893,0.289964,0.289964,0.289964,0.289964,0,0.144982,0.91822,0.0966548,0.386619,0.386619,0.0966548,0.386619,0.0966548,0.0966548,2196,frame.02196.jpg,0.05002902,0.845804036,0.022167875,0.000193187,0.000496363,0.000173918,3.16E-05,0.08110404
0.431643,0.431643,0.464005,0.464005,0.525964,0.525964,0.0619594,0.0461241,0.126895,0.62969,0.164304,0.164304,0.103035,0.0713649,0.103035,0.103035,2197,frame.02197.jpg,0.017130172,0.8410637,0.014879843,0.000533629,0.002383892,0.10716594,0.005944747,0.010898116
0.515923,0.515923,0.656629,0.656629,0.750433,0.750433,0.0938042,0.0469021,0.0469021,0.938042,0.187608,0.187608,0.140706,0.0469021,0.140706,0.140706,2198,frame.02198.jpg,0.033931095,0.915308654,0.015535453,0.000594731,0.003491591,0.023566114,0.003040019,0.00453236
0.95,0.95,0.7,0.7,0.7,0.7,0,0.15,0.95,1,0.8,0.8,1,0.9,1,1,2199,frame.02199.jpg,0.03230326,0.8571058,0.029976204,0.002171105,0.00563758,0.001688542,0.000404218,0.07071329
0.25,0.25,0.9,0.9,0.1,0.1,1,0.15,0,0.15,0.2,0.2,0.05,0.65,0.1,0.1,2200,frame.02200.jpg,0.001470086,0.5193588,0.006587449,0.000297568,0.001319646,0.416935027,0.003063337,0.05096806
0.642411,0.642411,0.197665,0.197665,0.0494162,0.0494162,0.840076,0.0494162,0.148249,0.148249,0.543578,0.543578,0.938908,0.889492,0.0988324,0.0988324,2201,frame.02201.jpg,0.010244781,0.8810158,0.013991582,0.000743992,0.001898116,0.02256677,0.001061852,0.06847715
1,1,0.35,0.35,0,0,0.1,0.9,0.05,0.1,0.6,0.6,0,0.25,0,0,2202,frame.02202.jpg,0.004976408,0.711158335,0.008463823,5.72E-05,0.00015483,0.000799784,6.58E-05,0.274323732
0.2,0.2,0.15,0.15,0,0,0.9,0.05,0.15,0.15,0.55,0.55,0.1,0.7,0.1,0.1,2203,frame.02203.jpg,0.001827563,0.831786931,0.011813803,0.000246666,0.000810866,0.04634731,0.000376629,0.106790259
0.0345959,0.0345959,0.0259469,0.0259469,0,0,0.155681,0.00864897,0.0259469,0.0259469,0.0951386,0.0951386,0.0172979,0.121086,0.0172979,0.0172979,2204,frame.02204.jpg,0.001347769,0.7909494,0.008220525,0.00016284,0.000642068,0.09362845,0.000679541,0.104369432
0.0931632,0.0931632,0.461906,0.461906,0.373935,0.373935,0.0201261,0.0379768,0.0126589,0.0581029,0.262921,0.262921,0.0454439,0.426205,0.402521,0.402521,2205,frame.02205.jpg,0.004332986,0.90227133,0.011820577,0.000234795,0.000601875,0.001478127,2.28E-05,0.079237506
0.05,0.05,0.95,0.95,1,1,0,0.15,0.05,0.15,0.8,0.8,0.1,0.65,0,0,2206,frame.02206.jpg,0.00076458,0.476077884,0.009992281,0.000582741,0.003415607,0.435258836,0.00207342,0.07183466
0,0,0.00443735,0.00443735,0.00760689,0.00760689,0.0120442,0.000633907,0.000633907,0.000633907,0.000633907,0.000633907,0.000633907,0.00570517,0,0,2207,frame.02207.jpg,0.001231063,0.787842453,0.009447584,0.000149255,0.000847135,0.160263211,0.001417084,0.038802195
0,0,0.35,0.35,0.6,0.6,0.95,0.05,0.05,0.05,0.05,0.05,0.05,0.45,0,0,2208,frame.02208.jpg,0.004820911,0.4600916,0.009324303,0.001083181,0.005127753,0.484226376,0.0157777,0.019548204
0.477719,0.477719,0.043429,0.043429,0.217145,0.217145,0,0.130287,0.0868581,0.043429,0.130287,0.130287,0.043429,0.043429,0.130287,0.130287,2209,frame.02209.jpg,0.01590988,0.9176347,0.007353395,0.000105704,0.000362596,0.001357857,0.00011793,0.057157897
0.442171,0.442171,0.30952,0.30952,0.574822,0.574822,0.0442171,0.75169,0.884342,0,0.442171,0.442171,0.0442171,0.176868,0.0442171,0.0442171,2210,frame.02210.jpg,0.007168311,0.765773237,0.017070074,0.000128755,0.000265118,0.000660106,2.84E-05,0.20890601
0.476766,0.476766,0.333736,0.333736,0.619795,0.619795,0.0476766,0.810501,0.953531,0,0.476766,0.476766,0.0476766,0.190706,0.0476766,0.0476766,2211,frame.02211.jpg,0.012445696,0.878091753,0.020737536,0.000229397,0.000537673,0.000605482,3.14E-05,0.08732103
0.35,0.35,0.85,0.85,0.15,0.15,0.05,0.9,0,0.1,0.75,0.75,1,0.3,0,0,2212,frame.02212.jpg,0.001303622,0.911382556,0.015730962,0.000146109,0.000695683,0.010122277,9.07E-05,0.060528047
0.757509,0.757509,0.857115,0.857115,0.764427,0.764427,0.05,0.263835,0.836165,0.864229,0.120949,0.120949,0.170949,0.779051,0.185179,0.185179,2213,frame.02213.jpg,0.021595625,0.933449864,0.01994893,0.001177394,0.004124448,0.00074824,0.000125763,0.018829752
0.820599,0.820599,0.820599,0.820599,0.772329,0.772329,0.0482705,0.144812,0.91714,0.820599,0,0,0.0482705,0.86887,0.0482705,0.0482705,2214,frame.02214.jpg,0.041753985,0.935234249,0.012036162,0.000735981,0.004877777,0.000690981,0.000159101,0.004511792
0.268517,0.268517,0,0,0.805551,0.805551,0.805551,0.805551,0.0895057,0,0.447528,0.447528,0.0447528,0.223764,0.850304,0.850304,2215,frame.02215.jpg,0.009473536,0.899135768,0.023112943,0.000485165,0.001167663,0.000515866,3.96E-05,0.06606941
0.3,0.3,0.6,0.6,0.3,0.3,0.1,0.95,0.95,0.05,0.95,0.95,0.05,0.1,1,1,2216,frame.02216.jpg,0.000952927,0.8127958,0.007101064,6.49E-05,0.000128262,0.000374952,4.53E-06,0.178577513
0.5,0.5,0.4,0.4,0.35,0.35,0,1,0.9,0.1,0.85,0.85,0.95,0.1,0,0,2217,frame.02217.jpg,0.001141264,0.8333142,0.0097498,6.10E-05,0.00015849,0.000363367,6.87E-06,0.155204982
0.45,0.45,0.2,0.2,0.5,0.5,0,1,0.1,0.15,0.5,0.5,0.95,0.6,0.85,0.85,2218,frame.02218.jpg,0.00599101,0.8506234,0.022215957,0.000415939,0.000979635,0.001112903,5.06E-05,0.118610531
0.55,0.55,0.6,0.6,0.7,0.7,0,0,0.1,0.15,0.85,0.85,0,0.95,0.05,0.05,2219,frame.02219.jpg,0.024941562,0.6911394,0.027363444,0.00238243,0.004342095,0.108903289,0.007879221,0.133048564
0.1,0.1,0.9,0.9,0.65,0.65,0.1,0.1,1,1,0.65,0.65,0.15,1,0.15,0.15,2220,frame.02220.jpg,0.00122879,0.8323574,0.018087437,0.000973584,0.002625501,0.002716089,4.43E-05,0.141966879
0.95,0.95,0.65,0.65,0.75,0.75,0.05,0,0.9,0.15,0.85,0.85,0,0.7,0.9,0.9,2221,frame.02221.jpg,0.067620345,0.8031152,0.016337147,0.00078806,0.001222217,0.001042131,0.000217413,0.109657474
0.0784214,0.0784214,0.0993337,0.0993337,0.0941056,0.0941056,0,0.0104562,0.00522809,0.0156843,0,0,0.0104562,0.0365966,0.00522809,0.00522809,2222,frame.02222.jpg,0.001154542,0.708265543,0.007954044,0.000118679,0.000597394,0.2500804,0.001854417,0.029974967
0.748872,0.748872,0.948572,0.948572,0.898647,0.898647,0,0.0998497,0.0499248,0.149774,0,0,0.0998497,0.349474,0.0499248,0.0499248,2223,frame.02223.jpg,0.042089492,0.8750163,0.022517454,0.000890801,0.003467691,0.036978435,0.005194289,0.013845585
0.85,0.85,0.8,0.8,0.65,0.65,0.15,1,0.15,0.15,0.2,0.2,0.1,0.75,0.05,0.05,2224,frame.02224.jpg,0.046867948,0.893096,0.02297236,0.000741604,0.002739179,0.002174286,0.000380709,0.031027908
0.809256,0.809256,0.761652,0.761652,0.618843,0.618843,0.14281,0.952066,0.14281,0.14281,0.190413,0.190413,0.0952066,0.714049,0.0476033,0.0476033,2225,frame.02225.jpg,0.03920494,0.8916024,0.016188227,0.000774539,0.002240699,0.006860903,0.000886573,0.042241696
0,0,0.3,0.3,0.6,0.6,0.9,0.1,0.15,0.95,0.55,0.55,0,0.95,0.9,0.9,2226,frame.02226.jpg,0.004035762,0.8466576,0.022656487,0.002145827,0.002993771,0.002352701,8.56E-05,0.119072296
0.79813,0.79813,0.840137,0.840137,0,0,0,0.0420068,0.756123,0.0840137,0.756123,0.756123,0,0.840137,0,0,2227,frame.02227.jpg,0.001875379,0.7800378,0.009332447,9.08E-05,0.000267261,0.000875404,2.01E-05,0.207500786
0.944041,0.944041,0.894355,0.894355,0.54655,0.54655,0,0.993728,0.0496864,0.0993728,0.248432,0.248432,0.993728,0.198746,0.0993728,0.0993728,2228,frame.02228.jpg,0.025960429,0.931409657,0.011000192,0.00011653,0.000610601,0.000450316,6.33E-05,0.03038893
0.584365,0.584365,0.526444,0.526444,0.407738,0.407738,0.191159,0.776097,0.0388049,0.249653,0.251372,0.251372,0.584938,0.174335,0.0584938,0.0584938,2229,frame.02229.jpg,0.020714821,0.894552231,0.015764447,0.000395974,0.001218767,0.02240725,0.00197949,0.042966995
0.15,0.15,0,0,0.45,0.45,1,1,0.05,1,0.55,0.55,0,0.3,0,0,2230,frame.02230.jpg,0.006807589,0.9214552,0.017031193,0.00047997,0.003144358,0.03380977,0.001460325,0.015811585
0.55,0.55,0.5,0.5,0.55,0.55,0.1,0.1,0.9,0.1,0.7,0.7,0,0.3,1,1,2231,frame.02231.jpg,0.009579201,0.8328756,0.023397276,0.000174212,0.000425138,0.000295018,1.77E-05,0.133235812
0.595944,0.595944,0.3155,0.3155,0.280444,0.280444,0.666055,0.105167,0,0.070111,0.490777,0.490777,0.70111,0.350555,0.681214,0.681214,2232,frame.02232.jpg,0.042005092,0.815864444,0.028603518,0.000382394,0.000510339,0.000481495,6.59E-05,0.11208678
0.626998,0.626998,0.77169,0.77169,0.578768,0.578768,0.916382,0.0964613,0.868152,0.144692,0,0,0.0964613,0.626998,0,0,2233,frame.02233.jpg,0.014840185,0.9310819,0.008755893,0.000276375,0.000806015,0.001929157,0.000106581,0.04220393
0.65,0.65,0.8,0.8,0.6,0.6,0.95,0.1,0.9,0.15,0,0,0.1,0.65,0,0,2234,frame.02234.jpg,0.028411016,0.9273408,0.013991389,0.000355615,0.001938796,0.001613096,0.000237356,0.026111923
0.424541,0.424541,0.556683,0.556683,0.35088,0.35088,0.200186,0.0140583,0.170946,0.0877199,0.155476,0.155476,0.0140583,0.535595,0.422006,0.422006,2235,frame.02235.jpg,0.005285757,0.8861851,0.014799735,0.000160723,0.000401031,0.000496222,2.38E-05,0.092647634
0.75,0.75,1,1,0.6,0.6,0.15,0,0.1,0.15,0.35,0.35,0,1,0.95,0.95,2236,frame.02236.jpg,0.05041007,0.84030205,0.023490056,0.002055049,0.003425358,0.002563721,0.000484223,0.07726946
0.75,0.75,1,1,0.6,0.6,0.15,0,0.1,0.15,0.35,0.35,0,1,0.95,0.95,2237,frame.02237.jpg,0.05041007,0.84030205,0.023490056,0.002055049,0.003425358,0.002563721,0.000484223,0.07726946
0.160167,0.160167,0.538381,0.538381,0.414524,0.414524,0.925309,0.1,0.147095,0.05,0.901452,0.901452,0.0761432,0.210167,0.0261432,0.0261432,2238,frame.02238.jpg,0.001997367,0.662526369,0.008737928,0.00023192,0.000797399,0.133655116,0.001552644,0.190501228
0.5,0.5,0.15,0.15,0.9,0.9,0.1,0.1,0.05,0.05,0.95,0.95,0.95,0.55,0.9,0.9,2239,frame.02239.jpg,0.1169533,0.7634365,0.041400973,0.005114764,0.007648827,0.003559138,0.000858941,0.06102758
0.5,0.5,0.15,0.15,0.9,0.9,0.1,0.1,0.05,0.05,0.95,0.95,0.95,0.55,0.9,0.9,2240,frame.02240.jpg,0.1169533,0.7634365,0.041400973,0.005114764,0.007648827,0.003559138,0.000858941,0.06102758
0.499975,0.499975,0.149993,0.149993,0.899956,0.899956,0.0999951,0.0999951,0.0499975,0.0499975,0.949953,0.949953,0.949953,0.549973,0.899956,0.899956,2241,frame.02241.jpg,0.104356214,0.809263647,0.025758514,0.002535084,0.004082085,0.002941898,0.00056536,0.050497167
0.393854,0.393854,0.434535,0.434535,0.0989837,0.0989837,0.51771,0.0901719,0.00233215,0.515378,0.471849,0.471849,0.129818,0.225171,0.555024,0.555024,2242,frame.02242.jpg,0.004906029,0.864116549,0.014847118,7.54E-05,0.000108929,0.000165208,4.54E-06,0.115776278
0.65,0.65,0.75,0.75,0.1,0.1,0.9,0.15,0,0.9,0.75,0.75,0.15,0.35,0.9,0.9,2243,frame.02243.jpg,0.006709408,0.8625714,0.0167435,0.000173442,0.000205769,0.000374057,1.51E-05,0.113207348
0.625249,0.625249,0.721442,0.721442,0.0961922,0.0961922,0.86573,0.144288,0,0.86573,0.721442,0.721442,0.144288,0.336673,0.86573,0.86573,2244,frame.02244.jpg,0.00331311,0.894902349,0.013916969,0.000141386,0.00018737,0.00037008,9.63E-06,0.0871591
0.95,0.95,0.25,0.25,0.95,0.95,0,0.05,0.1,0.05,0.2,0.2,0.1,1,0,0,2245,frame.02245.jpg,0.207636267,0.5795027,0.015025931,0.004024671,0.006573696,0.108970508,0.0673377,0.010928554
0.561121,0.561121,0.499698,0.499698,0.792762,0.792762,0.0289552,0.540059,0.616834,0.105731,0.365012,0.365012,0.0956403,0.753717,0.0289552,0.0289552,2246,frame.02246.jpg,0.008536876,0.8740719,0.017744727,0.000666982,0.001951411,0.004705227,0.000249107,0.09207376
0.180975,0.180975,0.329046,0.329046,0.115166,0.115166,0.329046,0,0.312593,0,0.131618,0.131618,0.0164523,0.197427,0.0164523,0.0164523,2247,frame.02247.jpg,0.001055012,0.759139538,0.013186502,0.000178863,0.000453043,0.012176404,0.000106758,0.213703871
0.55,0.55,1,1,0.35,0.35,1,0,0.95,0,0.4,0.4,0.05,0.6,0.05,0.05,2248,frame.02248.jpg,0.002312499,0.8135963,0.013992637,0.000179831,0.000506362,0.001090131,2.66E-05,0.1682957
0.541534,0.541534,0.984607,0.984607,0.344612,0.344612,0.984607,0,0.935376,0,0.393843,0.393843,0.0492303,0.590764,0.0492303,0.0492303,2249,frame.02249.jpg,0.002501698,0.82028234,0.012815151,0.000227403,0.000965763,0.001958983,6.10E-05,0.161187708
0.9,0.9,0.2,0.2,0.1,0.1,0.1,0,1,0.85,0.65,0.65,0.15,0.15,0.15,0.15,2250,frame.02250.jpg,0.022465162,0.910577357,0.012630991,0.000267242,0.000718778,0.000492388,6.18E-05,0.05278626
0.9,0.9,0.2,0.2,0.1,0.1,0.1,0,1,0.85,0.65,0.65,0.15,0.15,0.15,0.15,2251,frame.02251.jpg,0.022465162,0.910577357,0.012630991,0.000267242,0.000718778,0.000492388,6.18E-05,0.05278626
0.05,0.05,0.75,0.75,0.55,0.55,0,0.05,0,0.15,0.15,0.15,0.1,0.8,0.9,0.9,2252,frame.02252.jpg,0.006870538,0.8768399,0.0172682,0.001273947,0.002352026,0.00655657,0.000175194,0.08866365
0.255259,0.255259,0.673536,0.673536,0.371045,0.371045,0.0937232,0.0365714,0.031241,0.0784733,0.172196,0.172196,0.0419018,0.397697,0.0959471,0.0959471,2253,frame.02253.jpg,0.001887971,0.7556646,0.009911155,0.000296616,0.001082888,0.156464264,0.001460771,0.07323178
0.4,0.4,0.95,0.95,0.5,0.5,0.15,0.05,0.05,0.1,0.25,0.25,0.05,0.5,0,0,2254,frame.02254.jpg,0.002928969,0.419827163,0.005983347,0.000405419,0.001658674,0.529397964,0.010858522,0.028939934
0.589194,0.589194,0.384903,0.384903,0.193047,0.193047,0.112259,0.0374195,0.0374195,0.690744,0.259557,0.259557,0.0736492,0.301736,0.108689,0.108689,2255,frame.02255.jpg,0.039739337,0.85469836,0.01086728,0.000564558,0.001815417,0.0735821,0.006201332,0.012531636
0.8,0.8,0.5,0.5,0.25,0.25,0.15,0.05,0.05,0.95,0.35,0.35,0.1,0.4,0.15,0.15,2256,frame.02256.jpg,0.04196949,0.903303862,0.014635211,0.000547484,0.002005287,0.012317668,0.002266583,0.022954414
0.215479,0.215479,0.248358,0.248358,0.10813,0.10813,0.0477583,0.0301856,0.0301856,0.380933,0.0615043,0.0615043,0.038972,0.0809903,0.026359,0.026359,2257,frame.02257.jpg,0.003300748,0.842780769,0.010550484,0.000104288,0.000642944,0.123855285,0.001964296,0.016801216
0.35,0.35,0.75,0.75,0.3,0.3,0.1,0.1,0.1,1,0,0,0.1,0.05,0,0,2258,frame.02258.jpg,0.003302229,0.7698376,0.006491758,0.000255744,0.002388697,0.209915057,0.005413545,0.002395356
0.35,0.35,0.75,0.75,0.3,0.3,0.1,0.1,0.1,1,0,0,0.1,0.05,0,0,2259,frame.02259.jpg,0.003302229,0.7698376,0.006491758,0.000255744,0.002388697,0.209915057,0.005413545,0.002395356
0.349286,0.349286,0.748469,0.748469,0.299388,0.299388,0.0997959,0.0997959,0.0997959,0.997959,0,0,0.0997959,0.049898,0,0,2260,frame.02260.jpg,0.002778647,0.55618614,0.007389118,0.000309268,0.002126739,0.417544574,0.007962577,0.005702973
0.34566,0.34566,0.461988,0.461988,0.0585547,0.0585547,0.574211,0.086464,0.086464,0.0612908,0.0860731,0.0860731,0.00039087,0.459252,0.028691,0.028691,2261,frame.02261.jpg,0.003930992,0.723275661,0.009921807,0.000592246,0.002511299,0.187004492,0.003971337,0.06879216
0.6,0.6,0.8,0.8,0.1,0.1,1,0.15,0.15,0.1,0.15,0.15,0,0.8,0.05,0.05,2262,frame.02262.jpg,0.005474834,0.811526358,0.008472144,0.000509639,0.001723407,0.122001022,0.002381081,0.047911525
0.291433,0.291433,0.387986,0.387986,0.0486313,0.0486313,0.482765,0.0795101,0.0724148,0.0482765,0.0773815,0.0773815,0.0063858,0.388341,0.0305241,0.0305241,2263,frame.02263.jpg,0.00230201,0.6974212,0.006819154,0.000239134,0.000930534,0.214194134,0.001985303,0.07610854
0.25,0.25,0.25,0.25,0.05,0.05,0,1,0,0,0.7,0.7,0.9,0.3,0.9,0.9,2264,frame.02264.jpg,0.001207034,0.8371084,0.012741027,4.45E-05,0.000126381,0.000219473,3.24E-06,0.148550048
0.25,0.25,0.25,0.25,0.05,0.05,0,1,0,0,0.7,0.7,0.9,0.3,0.9,0.9,2265,frame.02265.jpg,0.001207034,0.8371084,0.012741027,4.45E-05,0.000126381,0.000219473,3.24E-06,0.148550048
0.111737,0.111737,0.255317,0.255317,0.239023,0.239023,0.248003,0.355578,0.0130528,0.0261055,0.239768,0.239768,0.543223,0.220233,0.347431,0.347431,2266,frame.02266.jpg,0.001675999,0.8742542,0.011565993,0.000132275,0.000260625,0.001340859,1.93E-05,0.11075069
0.1,0.1,0.65,0.65,0.85,0.85,0.95,0.05,0.05,0.1,0,0,0.9,0.45,0.15,0.15,2267,frame.02267.jpg,0.001794007,0.926293433,0.007269853,0.000263638,0.002152102,0.049914986,0.000623981,0.011687991
0.0976157,0.0976157,0.634502,0.634502,0.829734,0.829734,0.92735,0.0488079,0.0488079,0.0976157,0,0,0.878542,0.439271,0.146424,0.146424,2268,frame.02268.jpg,0.007772024,0.604149461,0.010239582,0.001750482,0.008479032,0.3300717,0.011857535,0.025680171
0.9,0.9,0.55,0.55,0.15,0.15,0.1,0.9,0.9,0.05,0.2,0.2,0.1,1,0.05,0.05,2269,frame.02269.jpg,0.01385806,0.843889654,0.017911973,0.000838961,0.001450112,0.001227412,0.000120156,0.120703682
0.9,0.9,0.55,0.55,0.15,0.15,0.1,0.9,0.9,0.05,0.2,0.2,0.1,1,0.05,0.05,2270,frame.02270.jpg,0.01385806,0.843889654,0.017911973,0.000838961,0.001450112,0.001227412,0.000120156,0.120703682
0.55,0.55,0.95,0.95,0.45,0.45,0.1,0,0,1,0.1,0.1,0.15,0.45,0.05,0.05,2271,frame.02271.jpg,0.027745087,0.874866962,0.012933882,0.000971223,0.003841236,0.069305815,0.005884363,0.004451436
0.55,0.55,0.95,0.95,0.45,0.45,0.1,0,0,1,0.1,0.1,0.15,0.45,0.05,0.05,2272,frame.02272.jpg,0.027745087,0.874866962,0.012933882,0.000971223,0.003841236,0.069305815,0.005884363,0.004451436
0.903281,0.903281,0.547463,0.547463,0.27351,0.27351,0.135647,0.853487,0.853487,0.817428,0.539931,0.539931,0.0462496,0.498112,0.0902838,0.0902838,2273,frame.02273.jpg,0.04542461,0.8755318,0.030635336,0.000359337,0.00125999,0.000228241,4.00E-05,0.04652072
1,1,0.6,0.6,0.3,0.3,0.15,0.95,0.95,0.9,0.6,0.6,0.05,0.55,0.1,0.1,2274,frame.02274.jpg,0.033616792,0.865380168,0.03109739,0.00040459,0.001199025,0.000231647,3.83E-05,0.068032116
1,1,0.6,0.6,0.3,0.3,0.15,0.95,0.95,0.9,0.6,0.6,0.05,0.55,0.1,0.1,2275,frame.02275.jpg,0.033616792,0.865380168,0.03109739,0.00040459,0.001199025,0.000231647,3.83E-05,0.068032116
