au_1_left, au_1_right, au_2_left, au_2_right, au_4_left, au_4_right, au_5, au_6, au_7, au_10, au_12_left, au_12_right, au_25, au_26, au_45_left, au_45_rightframe,,name, sadness, neutral, contempt, disgust, anger, surprise, fear, happiness
0.184384,0.184384,0.894924,0.894924,0.224502,0.224502,0.14658,0.791547,0.806974,0.0894924,0.400402,0.400402,0.0154266,0.273876,0.0439749,0.0439749,686,frame.00686.jpg,0.000470757,0.7925836,0.010714588,5.42E-05,0.000182874,0.000374205,3.16E-06,0.195616618
0.445096,0.445096,0.844195,0.844195,0.250514,0.250514,0.758074,0.0493998,0.838706,0.0844195,0.261492,0.261492,0.789306,0.529516,0.00274443,0.00274443,687,frame.00687.jpg,0.002784634,0.845965445,0.009575007,0.000267862,0.001117294,0.002304249,7.08E-05,0.137914747
0.55,0.55,1,1,0.3,0.3,0.95,0,1,0.1,0.3,0.3,1,0.65,0,0,688,frame.00688.jpg,0.001767825,0.9102334,0.009455041,0.000145149,0.000863115,0.00053935,1.60E-05,0.07698012
0.55,0.55,1,1,0.3,0.3,0.95,0,1,0.1,0.3,0.3,1,0.65,0,0,689,frame.00689.jpg,0.001767825,0.9102334,0.009455041,0.000145149,0.000863115,0.00053935,1.60E-05,0.07698012
0.55,0.55,1,1,0.3,0.3,0.95,0,1,0.1,0.3,0.3,1,0.65,0,0,690,frame.00690.jpg,0.001767825,0.9102334,0.009455041,0.000145149,0.000863115,0.00053935,1.60E-05,0.07698012
0.55,0.55,1,1,0.3,0.3,0.95,0,1,0.1,0.3,0.3,1,0.65,0,0,691,frame.00691.jpg,0.001767825,0.9102334,0.009455041,0.000145149,0.000863115,0.00053935,1.60E-05,0.07698012
0.531165,0.531165,0.965754,0.965754,0.289726,0.289726,0.917467,0,0.965754,0.0965754,0.289726,0.289726,0.965754,0.62774,0,0,692,frame.00692.jpg,0.001344753,0.917832434,0.008228432,9.94E-05,0.000643192,0.000459137,1.10E-05,0.07138158
0.217157,0.217157,0.167933,0.167933,0.674349,0.674349,0.159537,0.623969,0.23033,0.0479918,0.424761,0.424761,0.199132,0.296347,0.0311984,0.0311984,693,frame.00693.jpg,0.002307221,0.7563045,0.010760177,0.000401377,0.001409435,0.003300311,0.000116322,0.225400642
0.195181,0.195181,0,0,0.975905,0.975905,0,0.975905,0.0975905,0.0487953,0.585543,0.585543,0.0487953,0.292772,0.0487953,0.0487953,694,frame.00694.jpg,0.005419004,0.87645787,0.012789826,0.000456635,0.002270779,0.004043865,0.000192379,0.09836962
0.2,0.2,0,0,1,1,0,1,0.1,0.05,0.6,0.6,0.05,0.3,0.05,0.05,695,frame.00695.jpg,0.002659156,0.8812505,0.009149897,0.000184535,0.001184127,0.002102492,6.54E-05,0.103403896
0.2,0.2,0,0,1,1,0,1,0.1,0.05,0.6,0.6,0.05,0.3,0.05,0.05,696,frame.00696.jpg,0.002659156,0.8812505,0.009149897,0.000184535,0.001184127,0.002102492,6.54E-05,0.103403896
0.2,0.2,0,0,1,1,0,1,0.1,0.05,0.6,0.6,0.05,0.3,0.05,0.05,697,frame.00697.jpg,0.002659156,0.8812505,0.009149897,0.000184535,0.001184127,0.002102492,6.54E-05,0.103403896
0.2,0.2,0,0,1,1,0,1,0.1,0.05,0.6,0.6,0.05,0.3,0.05,0.05,698,frame.00698.jpg,0.002659156,0.8812505,0.009149897,0.000184535,0.001184127,0.002102492,6.54E-05,0.103403896
0.2,0.2,0,0,1,1,0,1,0.1,0.05,0.6,0.6,0.05,0.3,0.05,0.05,699,frame.00699.jpg,0.002659156,0.8812505,0.009149897,0.000184535,0.001184127,0.002102492,6.54E-05,0.103403896
0.145416,0.145416,0,0,0.708514,0.708514,0.371306,0.485731,0.04486,0.37517,0.436248,0.436248,0.0595606,0.283102,0.0409953,0.0409953,700,frame.00700.jpg,0.003621772,0.926729858,0.012985782,0.000262111,0.001946357,0.002251885,0.000106426,0.052095827
0.134581,0.134581,0,0,0.62875,0.62875,0.883107,0.0988853,0.00105746,0.839481,0.403743,0.403743,0.0888394,0.356415,0.0446841,0.0446841,701,frame.00701.jpg,0.01543155,0.7684093,0.018789735,0.001778014,0.005581608,0.1581531,0.007102904,0.024753772
0.15,0.15,0,0,0.7,0.7,1,0.1,0,0.95,0.45,0.45,0.1,0.4,0.05,0.05,702,frame.00702.jpg,0.009773174,0.8119887,0.014789161,0.001543753,0.004341124,0.108670808,0.003280914,0.04561234
0.15,0.15,0,0,0.7,0.7,1,0.1,0,0.95,0.45,0.45,0.1,0.4,0.05,0.05,703,frame.00703.jpg,0.009773174,0.8119887,0.014789161,0.001543753,0.004341124,0.108670808,0.003280914,0.04561234
0.15,0.15,0,0,0.7,0.7,1,0.1,0,0.95,0.45,0.45,0.1,0.4,0.05,0.05,704,frame.00704.jpg,0.009773174,0.8119887,0.014789161,0.001543753,0.004341124,0.108670808,0.003280914,0.04561234
0.15,0.15,0,0,0.7,0.7,1,0.1,0,0.95,0.45,0.45,0.1,0.4,0.05,0.05,705,frame.00705.jpg,0.009773174,0.8119887,0.014789161,0.001543753,0.004341124,0.108670808,0.003280914,0.04561234
0.147765,0.147765,0,0,0.68957,0.68957,0.9851,0.09851,0,0.935845,0.443295,0.443295,0.09851,0.39404,0.0535163,0.0535163,706,frame.00706.jpg,0.00900107,0.8583469,0.0145376,0.001106782,0.003798904,0.075817615,0.002246438,0.035144694
0.124553,0.124553,0.21186,0.21186,0.187791,0.187791,0.225037,0.0830352,0.0907973,0.304582,0.464456,0.464456,0.0225037,0.513735,0.0112518,0.0112518,707,frame.00707.jpg,0.002533549,0.768998861,0.00924526,0.000223434,0.000960096,0.07669785,0.000987952,0.140353009
0.14713,0.14713,0.343302,0.343302,0.0490432,0.0490432,0,0.0980864,0.14713,0.14713,0.588519,0.588519,0,0.686605,0,0,708,frame.00708.jpg,0.001241508,0.7428719,0.006115274,0.000151259,0.000668493,0.08556541,0.000617917,0.16276826
0.15,0.15,0.35,0.35,0.05,0.05,0,0.1,0.15,0.15,0.6,0.6,0,0.7,0,0,709,frame.00709.jpg,0.001246812,0.8375605,0.008013878,0.000122491,0.000446479,0.027614847,0.000136795,0.124858223
0.15,0.15,0.35,0.35,0.05,0.05,0,0.1,0.15,0.15,0.6,0.6,0,0.7,0,0,710,frame.00710.jpg,0.001246812,0.8375605,0.008013878,0.000122491,0.000446479,0.027614847,0.000136795,0.124858223
0.15,0.15,0.35,0.35,0.05,0.05,0,0.1,0.15,0.15,0.6,0.6,0,0.7,0,0,711,frame.00711.jpg,0.001246812,0.8375605,0.008013878,0.000122491,0.000446479,0.027614847,0.000136795,0.124858223
0.15,0.15,0.35,0.35,0.05,0.05,0,0.1,0.15,0.15,0.6,0.6,0,0.7,0,0,712,frame.00712.jpg,0.001246812,0.8375605,0.008013878,0.000122491,0.000446479,0.027614847,0.000136795,0.124858223
0.196454,0.196454,0.356,0.356,0.0606089,0.0606089,0.00487584,0.174852,0.137944,0.128192,0.561528,0.561528,0,0.668118,0,0,713,frame.00713.jpg,0.00188795,0.5366491,0.004783094,0.000239931,0.001205271,0.369478166,0.003107169,0.082649306
0.56911,0.56911,0.556961,0.556961,0.152991,0.152991,0.0367125,0.709819,0.12856,0.0551352,0.587666,0.587666,0,0.78351,0,0,714,frame.00714.jpg,0.006521689,0.7296771,0.011805221,0.000575323,0.001620402,0.028074954,0.00078947,0.220935836
0.749257,0.749257,0.699307,0.699307,0.199802,0.199802,0.0499505,0.949059,0.149851,0.0499505,0.699307,0.699307,0,0.949059,0,0,715,frame.00715.jpg,0.002677954,0.8874285,0.010349228,0.000214065,0.000836452,0.004757874,0.000113002,0.0936229
0.75,0.75,0.7,0.7,0.2,0.2,0.05,0.95,0.15,0.05,0.7,0.7,0,0.95,0,0,716,frame.00716.jpg,0.002585771,0.8879188,0.008982875,0.000212524,0.0008493,0.00421329,0.000131611,0.09510587
0.75,0.75,0.7,0.7,0.2,0.2,0.05,0.95,0.15,0.05,0.7,0.7,0,0.95,0,0,717,frame.00717.jpg,0.002585771,0.8879188,0.008982875,0.000212524,0.0008493,0.00421329,0.000131611,0.09510587
0.75,0.75,0.7,0.7,0.2,0.2,0.05,0.95,0.15,0.05,0.7,0.7,0,0.95,0,0,718,frame.00718.jpg,0.002585771,0.8879188,0.008982875,0.000212524,0.0008493,0.00421329,0.000131611,0.09510587
0.75,0.75,0.7,0.7,0.2,0.2,0.05,0.95,0.15,0.05,0.7,0.7,0,0.95,0,0,719,frame.00719.jpg,0.002585771,0.8879188,0.008982875,0.000212524,0.0008493,0.00421329,0.000131611,0.09510587
0.560956,0.560956,0.541892,0.541892,0.216681,0.216681,0.0366169,0.695722,0.221022,0.0541702,0.571148,0.571148,0.0117022,0.701573,0.00585109,0.00585109,720,frame.00720.jpg,0.00295325,0.914434,0.004867836,7.03E-05,0.000399816,0.001447997,4.66E-05,0.07578022
0.0890887,0.0890887,0.218998,0.218998,0.520905,0.520905,0.000158451,0.00301056,0.824239,0.130226,0.435778,0.435778,0.0867119,0.0463665,0.043356,0.043356,721,frame.00721.jpg,0.001703692,0.8721475,0.008908558,0.000135499,0.000694679,0.001603157,2.60E-05,0.11478094
0.1,0.1,0.25,0.25,0.6,0.6,0,0,0.95,0.15,0.5,0.5,0.1,0.05,0.05,0.05,722,frame.00722.jpg,0.002138315,0.8326456,0.018610638,0.000153002,0.0007393,0.000570937,1.52E-05,0.145127013
0.1,0.1,0.25,0.25,0.6,0.6,0,0,0.95,0.15,0.5,0.5,0.1,0.05,0.05,0.05,723,frame.00723.jpg,0.002138315,0.8326456,0.018610638,0.000153002,0.0007393,0.000570937,1.52E-05,0.145127013
0.1,0.1,0.25,0.25,0.6,0.6,0,0,0.95,0.15,0.5,0.5,0.1,0.05,0.05,0.05,724,frame.00724.jpg,0.002138315,0.8326456,0.018610638,0.000153002,0.0007393,0.000570937,1.52E-05,0.145127013
0.22848,0.22848,0.169755,0.169755,0.403762,0.403762,0.0547425,0.0182475,0.473541,0.12375,0.357757,0.357757,0.0824999,0.223725,0.0230024,0.0230024,725,frame.00725.jpg,0.001478069,0.9019935,0.006296346,9.77E-05,0.000397628,0.002868059,6.14E-05,0.08680721
0.460218,0.460218,0.138065,0.138065,0.322152,0.322152,0.138065,0.0460217,0.0920435,0.138065,0.322152,0.322152,0.0920435,0.506239,0,0,726,frame.00726.jpg,0.051289015,0.59971714,0.01830024,0.005788621,0.009496838,0.131535932,0.039782714,0.1440895
0.5,0.5,0.15,0.15,0.35,0.35,0.15,0.05,0.1,0.15,0.35,0.35,0.1,0.55,0,0,727,frame.00727.jpg,0.041531827,0.659193039,0.013349435,0.002402143,0.003564475,0.143085361,0.02621945,0.11065425
0.5,0.5,0.15,0.15,0.35,0.35,0.15,0.05,0.1,0.15,0.35,0.35,0.1,0.55,0,0,728,frame.00728.jpg,0.041531827,0.659193039,0.013349435,0.002402143,0.003564475,0.143085361,0.02621945,0.11065425
0.5,0.5,0.15,0.15,0.35,0.35,0.15,0.05,0.1,0.15,0.35,0.35,0.1,0.55,0,0,729,frame.00729.jpg,0.041531827,0.659193039,0.013349435,0.002402143,0.003564475,0.143085361,0.02621945,0.11065425
0.5,0.5,0.15,0.15,0.35,0.35,0.15,0.05,0.1,0.15,0.35,0.35,0.1,0.55,0,0,730,frame.00730.jpg,0.041531827,0.659193039,0.013349435,0.002402143,0.003564475,0.143085361,0.02621945,0.11065425
0.456745,0.456745,0.137023,0.137023,0.319721,0.319721,0.137023,0.0456745,0.091349,0.137023,0.319721,0.319721,0.091349,0.502419,0,0,731,frame.00731.jpg,0.04714863,0.6313885,0.018116584,0.00464179,0.007589255,0.138621017,0.021240825,0.131253377
0.107524,0.107524,0.357332,0.357332,0.621527,0.621527,0.0222032,0.610633,0.081828,0.089229,0.0518075,0.0518075,0.618035,0.282489,0.0670258,0.0670258,732,frame.00732.jpg,0.006323515,0.7804375,0.011407735,0.001525303,0.004138055,0.014915386,0.001048791,0.180203691
0.0488949,0.0488949,0.488949,0.488949,0.831214,0.831214,0,0.880109,0.0977899,0.0977899,0,0,0.880109,0.29337,0.0977899,0.0977899,733,frame.00733.jpg,0.002953651,0.9513178,0.007296837,0.0004009,0.00284805,0.007685066,0.000202052,0.027295677
0.05,0.05,0.5,0.5,0.85,0.85,0,0.9,0.1,0.1,0,0,0.9,0.3,0.1,0.1,734,frame.00734.jpg,0.005508087,0.855303049,0.013149405,0.001802868,0.006519442,0.012925065,0.000633971,0.104158096
0.05,0.05,0.5,0.5,0.85,0.85,0,0.9,0.1,0.1,0,0,0.9,0.3,0.1,0.1,735,frame.00735.jpg,0.005508087,0.855303049,0.013149405,0.001802868,0.006519442,0.012925065,0.000633971,0.104158096
0.05,0.05,0.5,0.5,0.85,0.85,0,0.9,0.1,0.1,0,0,0.9,0.3,0.1,0.1,736,frame.00736.jpg,0.005508087,0.855303049,0.013149405,0.001802868,0.006519442,0.012925065,0.000633971,0.104158096
0.05,0.05,0.5,0.5,0.85,0.85,0,0.9,0.1,0.1,0,0,0.9,0.3,0.1,0.1,737,frame.00737.jpg,0.005508087,0.855303049,0.013149405,0.001802868,0.006519442,0.012925065,0.000633971,0.104158096
0.0499194,0.0499194,0.499194,0.499194,0.84863,0.84863,0,0.898549,0.0998388,0.0998388,0,0,0.898549,0.299516,0.0998388,0.0998388,738,frame.00738.jpg,0.008205047,0.869708955,0.015548036,0.001949213,0.007727064,0.006692333,0.000513762,0.08965556
0.149581,0.149581,0.546361,0.546361,0.363461,0.363461,0,0.383572,0.428631,0.0617998,0.323675,0.323675,0.771982,0.228556,0.45021,0.45021,739,frame.00739.jpg,0.011329703,0.851076841,0.020076508,0.000910972,0.002002088,0.002301306,0.000158598,0.112143956
0.26909,0.26909,0.719681,0.719681,0.0496836,0.0496836,0,0.0499708,0.806984,0.045375,0.672008,0.672008,0.85638,0.225726,0.851784,0.851784,740,frame.00740.jpg,0.00186127,0.7272055,0.012371951,0.000337298,0.000483311,0.001255299,2.95E-05,0.256455868
0.3,0.3,0.8,0.8,0.05,0.05,0,0.05,0.9,0.05,0.75,0.75,0.95,0.25,0.95,0.95,741,frame.00741.jpg,0.002621613,0.7451507,0.013131064,0.000352429,0.000591466,0.001397253,3.89E-05,0.2367166
0.3,0.3,0.8,0.8,0.05,0.05,0,0.05,0.9,0.05,0.75,0.75,0.95,0.25,0.95,0.95,742,frame.00742.jpg,0.002621613,0.7451507,0.013131064,0.000352429,0.000591466,0.001397253,3.89E-05,0.2367166
0.3,0.3,0.8,0.8,0.05,0.05,0,0.05,0.9,0.05,0.75,0.75,0.95,0.25,0.95,0.95,743,frame.00743.jpg,0.002621613,0.7451507,0.013131064,0.000352429,0.000591466,0.001397253,3.89E-05,0.2367166
0.3,0.3,0.8,0.8,0.05,0.05,0,0.05,0.9,0.05,0.75,0.75,0.95,0.25,0.95,0.95,744,frame.00744.jpg,0.002621613,0.7451507,0.013131064,0.000352429,0.000591466,0.001397253,3.89E-05,0.2367166
0.290478,0.290478,0.774607,0.774607,0.0484129,0.0484129,0,0.0484129,0.871433,0.0484129,0.726194,0.726194,0.919846,0.242065,0.919846,0.919846,745,frame.00745.jpg,0.004047647,0.7579437,0.014267203,0.000548198,0.001285684,0.002096136,0.000115825,0.219695613
0.108217,0.108217,0.603068,0.603068,0.235404,0.235404,0.0277491,0.568393,0.241403,0.568393,0.728402,0.728402,0.254815,0.0670564,0.254815,0.254815,746,frame.00746.jpg,0.001210452,0.862787068,0.0100768,0.000109377,0.000308284,0.004380142,2.61E-05,0.121101819
0.0475176,0.0475176,0.665247,0.665247,0.380141,0.380141,0.0475176,0.950353,0,0.950353,0.902835,0.902835,0,0,0,0,747,frame.00747.jpg,0.001046551,0.9188175,0.01321294,0.00013948,0.000877051,0.009657284,7.46E-05,0.056174573
0.05,0.05,0.7,0.7,0.4,0.4,0.05,1,0,1,0.95,0.95,0,0,0,0,748,frame.00748.jpg,0.001300215,0.9441826,0.008260957,0.000156743,0.000924181,0.006438538,8.23E-05,0.038654484
0.05,0.05,0.7,0.7,0.4,0.4,0.05,1,0,1,0.95,0.95,0,0,0,0,749,frame.00749.jpg,0.001300215,0.9441826,0.008260957,0.000156743,0.000924181,0.006438538,8.23E-05,0.038654484
0.05,0.05,0.7,0.7,0.4,0.4,0.05,1,0,1,0.95,0.95,0,0,0,0,750,frame.00750.jpg,0.001300215,0.9441826,0.008260957,0.000156743,0.000924181,0.006438538,8.23E-05,0.038654484
0.05,0.05,0.7,0.7,0.4,0.4,0.05,1,0,1,0.95,0.95,0,0,0,0,751,frame.00751.jpg,0.001300215,0.9441826,0.008260957,0.000156743,0.000924181,0.006438538,8.23E-05,0.038654484
0.0490719,0.0490719,0.687007,0.687007,0.392575,0.392575,0.0490719,0.981438,0,0.981438,0.932366,0.932366,0,0,0,0,752,frame.00752.jpg,0.001788686,0.9382017,0.014339564,0.000178326,0.001279673,0.007719439,9.20E-05,0.036400586
0.566994,0.566994,0.555368,0.555368,0.643897,0.643897,0.0109862,0.312393,0.525118,0.250614,0.517632,0.517632,0.0926679,0.0308893,0.0308893,0.0308893,753,frame.00753.jpg,0.00243675,0.869635463,0.006738967,4.46E-05,0.000257296,0.000502769,1.77E-05,0.120366447
0.88874,0.88874,0.641868,0.641868,0.88874,0.88874,0,0.148123,0.839365,0.0493744,0.493744,0.493744,0.148123,0.0493744,0.0493744,0.0493744,754,frame.00754.jpg,0.03636171,0.7945969,0.021330738,0.000382284,0.001055898,0.000715273,0.00013475,0.145422429
0.9,0.9,0.65,0.65,0.9,0.9,0,0.15,0.85,0.05,0.5,0.5,0.15,0.05,0.05,0.05,755,frame.00755.jpg,0.05129436,0.7939245,0.029153211,0.000822955,0.00181718,0.001586344,0.000365209,0.121036232
0.9,0.9,0.65,0.65,0.9,0.9,0,0.15,0.85,0.05,0.5,0.5,0.15,0.05,0.05,0.05,756,frame.00756.jpg,0.05129436,0.7939245,0.029153211,0.000822955,0.00181718,0.001586344,0.000365209,0.121036232
0.9,0.9,0.65,0.65,0.9,0.9,0,0.15,0.85,0.05,0.5,0.5,0.15,0.05,0.05,0.05,757,frame.00757.jpg,0.05129436,0.7939245,0.029153211,0.000822955,0.00181718,0.001586344,0.000365209,0.121036232
0.9,0.9,0.65,0.65,0.9,0.9,0,0.15,0.85,0.05,0.5,0.5,0.15,0.05,0.05,0.05,758,frame.00758.jpg,0.05129436,0.7939245,0.029153211,0.000822955,0.00181718,0.001586344,0.000365209,0.121036232
0.851318,0.851318,0.625621,0.625621,0.862098,0.862098,0.0097023,0.142425,0.8051,0.0569977,0.478345,0.478345,0.151589,0.0505295,0.0580758,0.0580758,759,frame.00759.jpg,0.08454887,0.779009163,0.0324932,0.001485425,0.003385378,0.002274349,0.000645981,0.09615764
0.0421139,0.0421139,0.883424,0.883424,0.895122,0.895122,0.767707,0.0496694,0.125075,0.770047,0.449901,0.449901,0.774726,0.258242,0.855348,0.855348,760,frame.00760.jpg,0.036819536,0.8305352,0.054642323,0.007648778,0.02949245,0.008385652,0.000930108,0.031545993
0,0,1,1,1,1,0.9,0.05,0.1,0.9,0.5,0.5,0.9,0.3,1,1,761,frame.00761.jpg,0.020091057,0.8834984,0.035021152,0.004019683,0.021176636,0.010361082,0.000775373,0.02505667
0,0,1,1,1,1,0.9,0.05,0.1,0.9,0.5,0.5,0.9,0.3,1,1,762,frame.00762.jpg,0.020091057,0.8834984,0.035021152,0.004019683,0.021176636,0.010361082,0.000775373,0.02505667
0,0,1,1,1,1,0.9,0.05,0.1,0.9,0.5,0.5,0.9,0.3,1,1,763,frame.00763.jpg,0.020091057,0.8834984,0.035021152,0.004019683,0.021176636,0.010361082,0.000775373,0.02505667
0.0254617,0.0254617,0.901658,0.901658,0.912974,0.912974,0.809088,0.0476998,0.0939851,0.807673,0.469925,0.469925,0.809088,0.296101,0.962019,0.962019,764,frame.00764.jpg,0.055855513,0.7720156,0.080540165,0.009699607,0.0637319,0.004062403,0.000748035,0.013346822
0.75193,0.75193,0.16914,0.16914,0.503331,0.503331,0.0812104,0.0857387,0.129704,0.0394365,0.648518,0.648518,0.0812104,0.80685,0.0643727,0.0643727,765,frame.00765.jpg,0.103461221,0.738093257,0.011131433,0.002068674,0.003018379,0.05128992,0.01270217,0.07823495
0.9,0.9,0.15,0.15,0.55,0.55,0.05,0.1,0.15,0,0.75,0.75,0.05,0.95,0,0,766,frame.00766.jpg,0.1787236,0.6600009,0.01383784,0.003846681,0.003529886,0.073511675,0.028912343,0.03763706
0.9,0.9,0.15,0.15,0.55,0.55,0.05,0.1,0.15,0,0.75,0.75,0.05,0.95,0,0,767,frame.00767.jpg,0.1787236,0.6600009,0.01383784,0.003846681,0.003529886,0.073511675,0.028912343,0.03763706
0.9,0.9,0.15,0.15,0.55,0.55,0.05,0.1,0.15,0,0.75,0.75,0.05,0.95,0,0,768,frame.00768.jpg,0.1787236,0.6600009,0.01383784,0.003846681,0.003529886,0.073511675,0.028912343,0.03763706
0.9,0.9,0.15,0.15,0.55,0.55,0.05,0.1,0.15,0,0.75,0.75,0.05,0.95,0,0,769,frame.00769.jpg,0.1787236,0.6600009,0.01383784,0.003846681,0.003529886,0.073511675,0.028912343,0.03763706
0.867013,0.867013,0.144502,0.144502,0.529842,0.529842,0.0481674,0.0963348,0.144502,0,0.722511,0.722511,0.0481674,0.915181,0,0,770,frame.00770.jpg,0.246230111,0.511072338,0.01523222,0.005073668,0.003714184,0.116100587,0.057517383,0.0450595
0.374605,0.374605,0.388,0.388,0.593954,0.593954,0.0701396,0.0810854,0.0920312,0.591939,0.252977,0.252977,0.573287,0.474342,0.0591939,0.0591939,771,frame.00771.jpg,0.00922625,0.957876146,0.008370032,0.000293185,0.001708153,0.003531601,0.000233696,0.01876094
0.293844,0.293844,0.587689,0.587689,0.783585,0.783585,0.0979481,0.0979481,0.0979481,0.979481,0.146922,0.146922,0.930507,0.440766,0.0979481,0.0979481,772,frame.00772.jpg,0.012907347,0.958696,0.007951227,0.0005346,0.003285141,0.009046021,0.000664531,0.006915113
0.3,0.3,0.6,0.6,0.8,0.8,0.1,0.1,0.1,1,0.15,0.15,0.95,0.45,0.1,0.1,773,frame.00773.jpg,0.013639594,0.9463418,0.010159971,0.000958461,0.004083119,0.011912992,0.000710929,0.01219314
0.3,0.3,0.6,0.6,0.8,0.8,0.1,0.1,0.1,1,0.15,0.15,0.95,0.45,0.1,0.1,774,frame.00774.jpg,0.013639594,0.9463418,0.010159971,0.000958461,0.004083119,0.011912992,0.000710929,0.01219314
0.3,0.3,0.6,0.6,0.8,0.8,0.1,0.1,0.1,1,0.15,0.15,0.95,0.45,0.1,0.1,775,frame.00775.jpg,0.013639594,0.9463418,0.010159971,0.000958461,0.004083119,0.011912992,0.000710929,0.01219314
0.3,0.3,0.6,0.6,0.8,0.8,0.1,0.1,0.1,1,0.15,0.15,0.95,0.45,0.1,0.1,776,frame.00776.jpg,0.013639594,0.9463418,0.010159971,0.000958461,0.004083119,0.011912992,0.000710929,0.01219314
0.296831,0.296831,0.593661,0.593661,0.791548,0.791548,0.0989435,0.0989435,0.0989435,0.989435,0.148415,0.148415,0.939964,0.445246,0.0989435,0.0989435,777,frame.00777.jpg,0.018309385,0.943378448,0.01024178,0.000811657,0.004578734,0.013990445,0.001374565,0.007314969
0.493701,0.493701,0.700531,0.700531,0.58342,0.58342,0.491282,0.0848805,0.108786,0.370685,0.294663,0.294663,0.399963,0.644928,0.515188,0.515188,778,frame.00778.jpg,0.029808048,0.902646,0.01875157,0.001510147,0.004514019,0.003904957,0.000516689,0.03834857
0.739397,0.739397,0.925327,0.925327,0.557308,0.557308,0.876804,0.0927247,0.138847,0.00480089,0.461943,0.461943,0.0968055,0.924607,0.922926,0.922926,779,frame.00779.jpg,0.039374124,0.8560279,0.013137125,0.001874923,0.002135994,0.003749097,0.000559779,0.083141066
0.8,0.8,1,1,0.6,0.6,0.95,0.1,0.15,0,0.5,0.5,0.1,1,1,1,780,frame.00780.jpg,0.08184077,0.8429767,0.01540474,0.003714593,0.007770184,0.003391358,0.000975671,0.04392602
0.8,0.8,1,1,0.6,0.6,0.95,0.1,0.15,0,0.5,0.5,0.1,1,1,1,781,frame.00781.jpg,0.08184077,0.8429767,0.01540474,0.003714593,0.007770184,0.003391358,0.000975671,0.04392602
0.8,0.8,1,1,0.6,0.6,0.95,0.1,0.15,0,0.5,0.5,0.1,1,1,1,782,frame.00782.jpg,0.08184077,0.8429767,0.01540474,0.003714593,0.007770184,0.003391358,0.000975671,0.04392602
0.8,0.8,1,1,0.6,0.6,0.95,0.1,0.15,0,0.5,0.5,0.1,1,1,1,783,frame.00783.jpg,0.08184077,0.8429767,0.01540474,0.003714593,0.007770184,0.003391358,0.000975671,0.04392602
0.773721,0.773721,0.967152,0.967152,0.580291,0.580291,0.918794,0.0967152,0.145073,0,0.483576,0.483576,0.0967152,0.967152,0.967152,0.967152,784,frame.00784.jpg,0.045982797,0.8333921,0.015821595,0.001947197,0.002115215,0.004391856,0.000672334,0.095676936
0.223937,0.223937,0.682616,0.682616,0.717081,0.717081,0.201861,0.741859,0.710094,0,0.341308,0.341308,0.00968789,0.719224,0.133487,0.133487,785,frame.00785.jpg,0.003369942,0.7698617,0.013544675,0.000449174,0.001293516,0.002467975,8.34E-05,0.2089296
0.2,0.2,0.8,0.8,0.9,0.9,0.15,1,0.95,0,0.4,0.4,0,0.85,0.05,0.05,786,frame.00786.jpg,0.004102149,0.807031155,0.02452987,0.000696233,0.001912279,0.00211314,8.07E-05,0.159534529
0.2,0.2,0.8,0.8,0.9,0.9,0.15,1,0.95,0,0.4,0.4,0,0.85,0.05,0.05,787,frame.00787.jpg,0.004102149,0.807031155,0.02452987,0.000696233,0.001912279,0.00211314,8.07E-05,0.159534529
0.2,0.2,0.8,0.8,0.9,0.9,0.15,1,0.95,0,0.4,0.4,0,0.85,0.05,0.05,788,frame.00788.jpg,0.004102149,0.807031155,0.02452987,0.000696233,0.001912279,0.00211314,8.07E-05,0.159534529
0.2,0.2,0.8,0.8,0.9,0.9,0.15,1,0.95,0,0.4,0.4,0,0.85,0.05,0.05,789,frame.00789.jpg,0.004102149,0.807031155,0.02452987,0.000696233,0.001912279,0.00211314,8.07E-05,0.159534529
0.2,0.2,0.8,0.8,0.9,0.9,0.15,1,0.95,0,0.4,0.4,0,0.85,0.05,0.05,790,frame.00790.jpg,0.004102149,0.807031155,0.02452987,0.000696233,0.001912279,0.00211314,8.07E-05,0.159534529
0.239556,0.239556,0.644402,0.644402,0.705339,0.705339,0.122787,0.781966,0.727961,0.0156911,0.392811,0.392811,0.0156911,0.682716,0.0461593,0.0461593,791,frame.00791.jpg,0.004450615,0.8474522,0.012396053,0.000608468,0.001628206,0.002975225,0.000117695,0.130371526
0.449536,0.449536,0.229485,0.229485,0.160129,0.160129,0.0528325,0.169206,0.0862347,0.078433,0.467691,0.467691,0.078433,0.234023,0.0437552,0.0437552,792,frame.00792.jpg,0.004823621,0.594906032,0.015687607,0.000279646,0.000850151,0.018913738,0.000902806,0.3636364
0.55,0.55,0.2,0.2,0.1,0.1,0.05,0.1,0,0.1,0.55,0.55,0.1,0.2,0.05,0.05,793,frame.00793.jpg,0.008629845,0.832127,0.011703103,0.000234793,0.000722219,0.030280912,0.001228632,0.115073495
0.55,0.55,0.2,0.2,0.1,0.1,0.05,0.1,0,0.1,0.55,0.55,0.1,0.2,0.05,0.05,794,frame.00794.jpg,0.008629845,0.832127,0.011703103,0.000234793,0.000722219,0.030280912,0.001228632,0.115073495
0.55,0.55,0.2,0.2,0.1,0.1,0.05,0.1,0,0.1,0.55,0.55,0.1,0.2,0.05,0.05,795,frame.00795.jpg,0.008629845,0.832127,0.011703103,0.000234793,0.000722219,0.030280912,0.001228632,0.115073495
