au_1_left, au_1_right, au_2_left, au_2_right, au_4_left, au_4_right, au_5, au_6, au_7, au_10, au_12_left, au_12_right, au_25, au_26, au_45_left, au_45_rightframe,,name, sadness, neutral, contempt, disgust, anger, surprise, fear, happiness
0.344523,0.344523,0.823735,0.823735,0.466194,0.466194,0.124925,0.114199,0.0725577,0.836088,0.274257,0.274257,0.0725577,0.399182,0.0416417,0.0416417,5107,frame.05107.jpg,0.027887808,0.8489722,0.01691631,0.00181057,0.005931647,0.07158347,0.008840033,0.018057965
0.35,0.35,1,1,0.25,0.25,0,0.95,0.95,0.1,0.75,0.75,0.95,0.75,0,0,5108,frame.05108.jpg,0.001274616,0.7351751,0.021497106,0.000328657,0.000943011,0.003048316,3.54E-05,0.23769784
0.35,0.35,1,1,0.25,0.25,0,0.95,0.95,0.1,0.75,0.75,0.95,0.75,0,0,5109,frame.05109.jpg,0.001274616,0.7351751,0.021497106,0.000328657,0.000943011,0.003048316,3.54E-05,0.23769784
0.14553,0.14553,0.530538,0.530538,0.204919,0.204919,0.0321266,0.0783334,0.0462068,0.0369905,0.421999,0.421999,0.0783334,0.582632,0,0,5110,frame.05110.jpg,0.001707287,0.6245561,0.006866246,0.000209118,0.001009787,0.2614737,0.002500146,0.1016776
0.2,0.2,0.75,0.75,0.3,0.3,0.05,0.05,0,0.05,0.6,0.6,0.05,0.85,0,0,5111,frame.05111.jpg,0.002440468,0.355447471,0.005032102,0.000903266,0.003766581,0.4718552,0.004981313,0.155573592
0.2,0.2,0.75,0.75,0.3,0.3,0.05,0.05,0,0.05,0.6,0.6,0.05,0.85,0,0,5112,frame.05112.jpg,0.002440468,0.355447471,0.005032102,0.000903266,0.003766581,0.4718552,0.004981313,0.155573592
0.107193,0.107193,0.459183,0.459183,0.229439,0.229439,0.450135,0.404369,0.457662,0.0611229,0.390229,0.390229,0.0611229,0.489896,0,0,5113,frame.05113.jpg,0.001347451,0.854161441,0.005616845,0.000114167,0.000507324,0.002569853,4.29E-05,0.13564004
0.1,0.1,0.5,0.5,0.3,0.3,0.95,0.85,1,0.1,0.45,0.45,0.1,0.5,0,0,5114,frame.05114.jpg,0.000655158,0.7375383,0.011129859,9.46E-05,0.000325821,0.000576557,8.27E-06,0.249671519
0.1,0.1,0.5,0.5,0.3,0.3,0.95,0.85,1,0.1,0.45,0.45,0.1,0.5,0,0,5115,frame.05115.jpg,0.000655158,0.7375383,0.011129859,9.46E-05,0.000325821,0.000576557,8.27E-06,0.249671519
0.273979,0.273979,0.592518,0.592518,0.0889813,0.0889813,0.681568,0.274324,0.341026,0.429455,0.288947,0.288947,0.0962928,0.237145,0,0,5116,frame.05116.jpg,0.001330502,0.8926314,0.007265247,8.28E-05,0.000297763,0.014416545,0.000130229,0.08384548
0.55,0.55,1,1,0,0,0.9,0.05,0.1,0.9,0.35,0.35,0.15,0.2,0,0,5117,frame.05117.jpg,0.003602659,0.776316762,0.007004941,0.000148328,0.000710301,0.183061346,0.00298348,0.026172197
0.55,0.55,1,1,0,0,0.9,0.05,0.1,0.9,0.35,0.35,0.15,0.2,0,0,5118,frame.05118.jpg,0.003602659,0.776316762,0.007004941,0.000148328,0.000710301,0.183061346,0.00298348,0.026172197
0.389369,0.389369,0.58066,0.58066,0.091312,0.091312,0.169521,0.616473,0.0763283,0.139083,0.510648,0.510648,0.0231805,0.0309074,0.608747,0.608747,5119,frame.05119.jpg,0.005537503,0.845029831,0.014350033,0.000213939,0.00040968,0.001370754,7.40E-05,0.1330142
0.5,0.5,0.7,0.7,0.15,0.15,0.05,1,0.1,0,0.75,0.75,0,0,1,1,5120,frame.05120.jpg,0.003547986,0.7974644,0.011459244,7.54E-05,0.00015769,0.000465273,1.47E-05,0.186815277
0.446133,0.446133,0.624587,0.624587,0.13384,0.13384,0.0446133,0.892267,0.0892267,0,0.6692,0.6692,0,0,0.892267,0.892267,5121,frame.05121.jpg,0.002147835,0.781107843,0.00864779,6.06E-05,0.000112892,0.000551023,1.36E-05,0.20735842
0.5,0.5,1,1,0.95,0.95,0.1,0.15,0.05,0.1,0.75,0.75,0.9,0.3,1,1,5122,frame.05122.jpg,0.07577386,0.835083842,0.028932642,0.00411196,0.0102315,0.00364075,0.000756575,0.041468848
0.5,0.5,1,1,0.95,0.95,0.1,0.15,0.05,0.1,0.75,0.75,0.9,0.3,1,1,5123,frame.05123.jpg,0.07577386,0.835083842,0.028932642,0.00411196,0.0102315,0.00364075,0.000756575,0.041468848
0.721616,0.721616,0.362522,0.362522,0.361166,0.361166,0.0772447,0.0786012,0.0386223,0.710764,0.765664,0.765664,0.0989485,0.529861,0.0643956,0.0643956,5124,frame.05124.jpg,0.041378353,0.9037963,0.010616619,0.000807741,0.002336211,0.018290786,0.002742638,0.020031355
0.95,0.95,0.45,0.45,0.45,0.45,0.1,0.1,0.05,0.95,1,1,0.1,0.7,0.05,0.05,5125,frame.05125.jpg,0.088689275,0.699698,0.013246365,0.003595089,0.005285432,0.1365646,0.033969957,0.018951321
0.95,0.95,0.45,0.45,0.45,0.45,0.1,0.1,0.05,0.95,1,1,0.1,0.7,0.05,0.05,5126,frame.05126.jpg,0.088689275,0.699698,0.013246365,0.003595089,0.005285432,0.1365646,0.033969957,0.018951321
0.321682,0.321682,0.354226,0.354226,0.531779,0.531779,0.717909,0.0432062,0.11038,0.144128,0.574104,0.574104,0.0787169,0.195911,0.0393584,0.0393584,5127,frame.05127.jpg,0.002147146,0.7580236,0.007437492,0.000131593,0.000416104,0.020660745,0.000378787,0.210804522
0.35,0.35,0.45,0.45,0.7,0.7,1,0.05,0.15,0.1,0.7,0.7,0.1,0.2,0.05,0.05,5128,frame.05128.jpg,0.012407132,0.757130146,0.022023156,0.001381264,0.00300519,0.06847568,0.002941221,0.132636189
0.35,0.35,0.45,0.45,0.7,0.7,1,0.05,0.15,0.1,0.7,0.7,0.1,0.2,0.05,0.05,5129,frame.05129.jpg,0.012407132,0.757130146,0.022023156,0.001381264,0.00300519,0.06847568,0.002941221,0.132636189
0.547683,0.547683,0.095625,0.095625,0.640439,0.640439,0.773117,0.828575,0.74873,0.0855832,0.475011,0.475011,0.0855832,0.0470952,0.0841486,0.0841486,5130,frame.05130.jpg,0.027149053,0.811910868,0.022655323,0.000350653,0.000878132,0.000578448,6.81E-05,0.136409447
0.65,0.65,0.1,0.1,0.75,0.75,0.9,1,0.9,0.1,0.55,0.55,0.1,0.05,0.1,0.1,5131,frame.05131.jpg,0.017257812,0.775742948,0.030898191,0.000466113,0.000830686,0.000712392,6.11E-05,0.174030811
0.65,0.65,0.1,0.1,0.75,0.75,0.9,1,0.9,0.1,0.55,0.55,0.1,0.05,0.1,0.1,5132,frame.05132.jpg,0.017257812,0.775742948,0.030898191,0.000466113,0.000830686,0.000712392,6.11E-05,0.174030811
0.15,0.15,0.3,0.3,0.3,0.3,0.95,0,0,0.9,0.45,0.45,0.1,0.1,0.05,0.05,5133,frame.05133.jpg,0.006356478,0.718868,0.01256738,0.000460861,0.002050841,0.234920055,0.006214497,0.018561892
0.15,0.15,0.3,0.3,0.3,0.3,0.95,0,0,0.9,0.45,0.45,0.1,0.1,0.05,0.05,5134,frame.05134.jpg,0.006356478,0.718868,0.01256738,0.000460861,0.002050841,0.234920055,0.006214497,0.018561892
0.798826,0.798826,0.890469,0.890469,0.492679,0.492679,0.0647542,0.0441989,0.79558,0.0636724,0.230731,0.230731,0.00216372,0.0463626,0.00108186,0.00108186,5135,frame.05135.jpg,0.018638142,0.9033797,0.010228065,0.000187449,0.000761925,0.000914344,7.73E-05,0.06581306
0.9,0.9,1,1,0.55,0.55,0.05,0.05,0.9,0.05,0.25,0.25,0,0.05,0,0,5136,frame.05136.jpg,0.021588996,0.9025599,0.009562716,0.000134397,0.00055298,0.000468783,5.97E-05,0.06507256
0.9,0.9,1,1,0.55,0.55,0.05,0.05,0.9,0.05,0.25,0.25,0,0.05,0,0,5137,frame.05137.jpg,0.021588996,0.9025599,0.009562716,0.000134397,0.00055298,0.000468783,5.97E-05,0.06507256
0.619442,0.619442,0.428845,0.428845,0,0,0.0952988,0.905339,0,0.0952988,0.381195,0.381195,0,0.952988,0.0952988,0.0952988,5138,frame.05138.jpg,0.004387941,0.8982237,0.008548811,0.000358426,0.001143061,0.006959998,0.000240619,0.08013747
0.65,0.65,0.45,0.45,0,0,0.1,0.95,0,0.1,0.4,0.4,0,1,0.1,0.1,5139,frame.05139.jpg,0.00365595,0.8793854,0.008441214,0.00024199,0.000886099,0.003212447,0.000110596,0.104066275
0.65,0.65,0.45,0.45,0,0,0.1,0.95,0,0.1,0.4,0.4,0,1,0.1,0.1,5140,frame.05140.jpg,0.00365595,0.8793854,0.008441214,0.00024199,0.000886099,0.003212447,0.000110596,0.104066275
0.0433066,0.0433066,0.216533,0.216533,0.476373,0.476373,0.0866132,0.0866132,0.0433066,0.12992,0.519679,0.519679,0.12992,0.866132,0.12992,0.12992,5141,frame.05141.jpg,0.005437396,0.87006855,0.013531105,0.00096229,0.003925833,0.04047084,0.001131686,0.064472325
0.05,0.05,0.25,0.25,0.55,0.55,0.1,0.1,0.05,0.15,0.6,0.6,0.15,1,0.15,0.15,5142,frame.05142.jpg,0.005575241,0.8440514,0.016698016,0.001377912,0.004175842,0.030363515,0.00065501,0.09710304
0.05,0.05,0.25,0.25,0.55,0.55,0.1,0.1,0.05,0.15,0.6,0.6,0.15,1,0.15,0.15,5143,frame.05143.jpg,0.005575241,0.8440514,0.016698016,0.001377912,0.004175842,0.030363515,0.00065501,0.09710304
0.0812299,0.0812299,0.0924559,0.0924559,0.540624,0.540624,0.00561298,0.0448247,0.120442,0.0476312,0.582642,0.582642,0.00841947,0.252188,0.0476312,0.0476312,5144,frame.05144.jpg,0.003512197,0.8673776,0.016579604,0.000353985,0.001373234,0.006082613,0.000155892,0.104564905
0.1,0.1,0.1,0.1,0.65,0.65,0,0.05,0.15,0.05,0.7,0.7,0,0.25,0.05,0.05,5145,frame.05145.jpg,0.01105099,0.7524415,0.02609651,0.00130958,0.00338322,0.025194923,0.001519828,0.179003432
0.1,0.1,0.1,0.1,0.65,0.65,0,0.05,0.15,0.05,0.7,0.7,0,0.25,0.05,0.05,5146,frame.05146.jpg,0.01105099,0.7524415,0.02609651,0.00130958,0.00338322,0.025194923,0.001519828,0.179003432
0.298198,0.298198,0.610985,0.610985,0.2336,0.2336,0,0.00834503,0.0875924,0.102181,0.617289,0.617289,0.093836,0.479627,0.0709024,0.0709024,5147,frame.05147.jpg,0.003567378,0.82775867,0.010300119,0.000268546,0.000968541,0.01445298,0.000365289,0.142318457
0.45,0.45,0.95,0.95,0.2,0.2,0,0,0.1,0.15,0.8,0.8,0.15,0.7,0.1,0.1,5148,frame.05148.jpg,0.002443981,0.742312968,0.007119907,0.000241416,0.000789209,0.04471881,0.000396824,0.2019769
0.45,0.45,0.95,0.95,0.2,0.2,0,0,0.1,0.15,0.8,0.8,0.15,0.7,0.1,0.1,5149,frame.05149.jpg,0.002443981,0.742312968,0.007119907,0.000241416,0.000789209,0.04471881,0.000396824,0.2019769
0.48777,0.48777,0.505576,0.505576,0.264438,0.264438,0.536073,0.080411,0.0518079,0.546776,0.441266,0.441266,0.0911136,0.389459,0.0518079,0.0518079,5150,frame.05150.jpg,0.008086809,0.857279956,0.012732009,0.000558449,0.001765278,0.036831316,0.001279327,0.08146687
0.7,0.7,0.5,0.5,0.4,0.4,1,0.15,0.05,0.95,0.45,0.45,0.1,0.4,0.05,0.05,5151,frame.05151.jpg,0.067153655,0.653323948,0.01592021,0.002460904,0.003901296,0.204360887,0.03321994,0.019659136
0.7,0.7,0.5,0.5,0.4,0.4,1,0.15,0.05,0.95,0.45,0.45,0.1,0.4,0.05,0.05,5152,frame.05152.jpg,0.067153655,0.653323948,0.01592021,0.002460904,0.003901296,0.204360887,0.03321994,0.019659136
0.336486,0.336486,0.304357,0.304357,0.435513,0.435513,0.72393,0.315339,0.0240347,0.687093,0.254718,0.254718,0.0608713,0.307495,0.0624403,0.0624403,5153,frame.05153.jpg,0.028504834,0.8904194,0.013028093,0.001071323,0.003564768,0.0428596,0.004412017,0.016139966
0,0,0.25,0.25,0.95,0.95,0.95,0.95,0,0.9,0.15,0.15,0.05,0.45,0.15,0.15,5154,frame.05154.jpg,0.004571718,0.9296805,0.012332626,0.000796727,0.005023105,0.011395214,0.000333523,0.035866566
0,0,0.25,0.25,0.95,0.95,0.95,0.95,0,0.9,0.15,0.15,0.05,0.45,0.15,0.15,5155,frame.05155.jpg,0.004571718,0.9296805,0.012332626,0.000796727,0.005023105,0.011395214,0.000333523,0.035866566
0,0,0.218753,0.218753,0.831263,0.831263,0.831263,0.831263,0,0.787512,0.131252,0.131252,0.0437507,0.393756,0.131252,0.131252,5156,frame.05156.jpg,0.006975707,0.929086268,0.013482828,0.001180743,0.006272705,0.007603659,0.000449947,0.034948155
0.3,0.3,1,1,0.95,0.95,0.05,0.05,0.1,0,0.8,0.8,0.1,0.3,0.1,0.1,5157,frame.05157.jpg,0.011666262,0.8167706,0.022900017,0.001671592,0.004973638,0.03905687,0.002050726,0.100910284
0.3,0.3,1,1,0.95,0.95,0.05,0.05,0.1,0,0.8,0.8,0.1,0.3,0.1,0.1,5158,frame.05158.jpg,0.011666262,0.8167706,0.022900017,0.001671592,0.004973638,0.03905687,0.002050726,0.100910284
0.293886,0.293886,0.97962,0.97962,0.930639,0.930639,0.048981,0.048981,0.097962,0,0.783696,0.783696,0.097962,0.293886,0.117513,0.117513,5159,frame.05159.jpg,0.020527227,0.6750598,0.03531984,0.004912516,0.012729914,0.06445453,0.004843134,0.182153031
0.595858,0.595858,0.0993096,0.0993096,0.744822,0.744822,0.148964,0.844132,0.893786,0.0496548,0.397238,0.397238,0.148964,0.248274,0.0993096,0.0993096,5160,frame.05160.jpg,0.03935443,0.838962436,0.037578233,0.001256512,0.002752206,0.000791646,0.000114526,0.07919001
0.6,0.6,0.1,0.1,0.75,0.75,0.15,0.85,0.9,0.05,0.4,0.4,0.15,0.25,0.1,0.1,5161,frame.05161.jpg,0.039199274,0.83539027,0.049489852,0.001064146,0.002762869,0.000433349,6.84E-05,0.071591884
0.6,0.6,0.1,0.1,0.75,0.75,0.15,0.85,0.9,0.05,0.4,0.4,0.15,0.25,0.1,0.1,5162,frame.05162.jpg,0.039199274,0.83539027,0.049489852,0.001064146,0.002762869,0.000433349,6.84E-05,0.071591884
0.310601,0.310601,0.53246,0.53246,0,0,0.887433,0.0887433,0.133115,0.754318,0.310601,0.310601,0,0.576831,0.0887433,0.0887433,5163,frame.05163.jpg,0.003484133,0.804091334,0.012806298,0.000515205,0.001682986,0.107519194,0.001152859,0.068748
0.35,0.35,0.6,0.6,0,0,1,0.1,0.15,0.85,0.35,0.35,0,0.65,0.1,0.1,5164,frame.05164.jpg,0.005585117,0.950249851,0.009557911,0.000234121,0.000987351,0.008192243,0.000158542,0.025034864
0.35,0.35,0.6,0.6,0,0,1,0.1,0.15,0.85,0.35,0.35,0,0.65,0.1,0.1,5165,frame.05165.jpg,0.005585117,0.950249851,0.009557911,0.000234121,0.000987351,0.008192243,0.000158542,0.025034864
0.291709,0.291709,0.539297,0.539297,0,0,0.0489862,0.0833455,0.791817,0.159309,0.566273,0.566273,0.784469,0.110288,0.0833455,0.0833455,5166,frame.05166.jpg,0.000896074,0.8307779,0.009976039,5.84E-05,0.00020808,0.000373242,5.46E-06,0.157704845
0.35,0.35,0.65,0.65,0,0,0,0.1,1,0.15,0.7,0.7,1,0.1,0.1,0.1,5167,frame.05167.jpg,0.000648589,0.7740798,0.00828322,4.56E-05,0.000132543,0.000292446,4.17E-06,0.2165137
0.35,0.35,0.65,0.65,0,0,0,0.1,1,0.15,0.7,0.7,1,0.1,0.1,0.1,5168,frame.05168.jpg,0.000648589,0.7740798,0.00828322,4.56E-05,0.000132543,0.000292446,4.17E-06,0.2165137
0.127784,0.127784,0.340923,0.340923,0.0315332,0.0315332,0.0315332,0.0500241,0.279508,0.6584,0.728567,0.728567,0.279508,0.176157,0.554555,0.554555,5169,frame.05169.jpg,0.002517962,0.868167162,0.010568369,0.000162696,0.000372314,0.001177215,2.52E-05,0.117009029
0.1,0.1,0.35,0.35,0.05,0.05,0.05,0.05,0.15,1,0.95,0.95,0.15,0.25,0.85,0.85,5170,frame.05170.jpg,0.003028782,0.88416326,0.011533092,0.000217535,0.000329384,0.00144941,2.65E-05,0.09925204
0.1,0.1,0.35,0.35,0.05,0.05,0.05,0.05,0.15,1,0.95,0.95,0.15,0.25,0.85,0.85,5171,frame.05171.jpg,0.003028782,0.88416326,0.011533092,0.000217535,0.000329384,0.00144941,2.65E-05,0.09925204
0.107694,0.107694,0.175058,0.175058,0.30955,0.30955,0.497962,0.0673049,0.121167,0.296372,0.794304,0.794304,0.57874,0.175028,0.282869,0.282869,5172,frame.05172.jpg,0.002197777,0.82622546,0.010677101,0.00018909,0.000766322,0.002345106,7.28E-05,0.157526314
0.15,0.15,0.15,0.15,0.55,0.55,0.9,0.1,0.15,0.05,1,1,1,0.2,0.1,0.1,5173,frame.05173.jpg,0.002233901,0.754909039,0.012438947,0.000508749,0.001869275,0.038540695,0.000689559,0.188809812
0.15,0.15,0.15,0.15,0.55,0.55,0.9,0.1,0.15,0.05,1,1,1,0.2,0.1,0.1,5174,frame.05174.jpg,0.002233901,0.754909039,0.012438947,0.000508749,0.001869275,0.038540695,0.000689559,0.188809812
0.212568,0.212568,0.0923571,0.0923571,0.543447,0.543447,0.741138,0.0526669,0.33278,0.0263334,0.620167,0.620167,0.553382,0.238902,0.0927373,0.0927373,5175,frame.05175.jpg,0.007374097,0.7629971,0.009403798,0.000750135,0.002134601,0.014132695,0.00111201,0.202095553
0.5,0.5,0.05,0.05,0.95,0.95,1,0,0.95,0,0.35,0.35,0.1,0.5,0.15,0.15,5176,frame.05176.jpg,0.013682555,0.8345919,0.019997243,0.001244558,0.002716966,0.002608392,0.000216715,0.124941655
0.5,0.5,0.05,0.05,0.95,0.95,1,0,0.95,0,0.35,0.35,0.1,0.5,0.15,0.15,5177,frame.05177.jpg,0.013682555,0.8345919,0.019997243,0.001244558,0.002716966,0.002608392,0.000216715,0.124941655
0.405453,0.405453,0.0386421,0.0386421,0.805569,0.805569,0.787115,0,0.738957,0.0808864,0.308559,0.308559,0.0820421,0.467307,0.125442,0.125442,5178,frame.05178.jpg,0.012851411,0.8654235,0.012516195,0.000873463,0.002262146,0.001592464,0.000183308,0.104297504
0.2,0.2,0,0,0.75,0.75,0.15,0,0.05,0.85,0.4,0.4,0.05,0.85,0.1,0.1,5179,frame.05179.jpg,0.019811481,0.917098165,0.017751465,0.002021449,0.00835885,0.011727005,0.001052294,0.022179302
0.2,0.2,0,0,0.75,0.75,0.15,0,0.05,0.85,0.4,0.4,0.05,0.85,0.1,0.1,5180,frame.05180.jpg,0.019811481,0.917098165,0.017751465,0.002021449,0.00835885,0.011727005,0.001052294,0.022179302
0.225728,0.225728,0.148016,0.148016,0.471814,0.471814,0.0721605,0.055506,0.0240535,0.408909,0.469958,0.469958,0.375591,0.723443,0.362641,0.362641,5181,frame.05181.jpg,0.00220143,0.9381449,0.005952643,0.000141492,0.000727427,0.001918937,3.40E-05,0.050879132
0.35,0.35,0.4,0.4,0.3,0.3,0,0.15,0,0,0.75,0.75,0.95,0.85,0.85,0.85,5182,frame.05182.jpg,0.003860238,0.757256746,0.010845413,0.000750378,0.000650327,0.004646244,7.57E-05,0.2219149
0.35,0.35,0.4,0.4,0.3,0.3,0,0.15,0,0,0.75,0.75,0.95,0.85,0.85,0.85,5183,frame.05183.jpg,0.003860238,0.757256746,0.010845413,0.000750378,0.000650327,0.004646244,7.57E-05,0.2219149
0.478647,0.478647,0.31423,0.31423,0.458268,0.458268,0.319193,0.0779369,0.0335993,0.335993,0.389684,0.389684,0.420802,0.396843,0.346444,0.346444,5184,frame.05184.jpg,0.039387595,0.8538099,0.022998015,0.001998316,0.004724219,0.003791469,0.000798546,0.07249194
1,1,0.45,0.45,1,1,0.95,0.05,0.1,1,0.25,0.25,0.1,0.15,0,0,5185,frame.05185.jpg,0.329387128,0.5169092,0.011275888,0.001272187,0.001506064,0.0723954,0.06347574,0.003778387
1,1,0.45,0.45,1,1,0.95,0.05,0.1,1,0.25,0.25,0.1,0.15,0,0,5186,frame.05186.jpg,0.329387128,0.5169092,0.011275888,0.001272187,0.001506064,0.0723954,0.06347574,0.003778387
0.577981,0.577981,0.481916,0.481916,0.624194,0.624194,0.331878,0.0612484,0.469097,0.762834,0.514202,0.514202,0.03007,0.229959,0.415921,0.415921,5187,frame.05187.jpg,0.020099161,0.9138627,0.011170631,0.000489284,0.001166577,0.002233689,0.000246969,0.05073097
0.6,0.6,0.75,0.75,0.7,0.7,0.1,0.1,0.95,1,0.95,0.95,0,0.4,0.9,0.9,5188,frame.05188.jpg,0.034269247,0.8599125,0.030980565,0.002367778,0.006062754,0.00235014,0.000310149,0.06374684
0.6,0.6,0.75,0.75,0.7,0.7,0.1,0.1,0.95,1,0.95,0.95,0,0.4,0.9,0.9,5189,frame.05189.jpg,0.034269247,0.8599125,0.030980565,0.002367778,0.006062754,0.00235014,0.000310149,0.06374684
0.834068,0.834068,0.0463371,0.0463371,0.787731,0.787731,0.0926743,0.926743,0.926743,0.139011,0.417034,0.417034,0.0926743,0.370697,0.0463371,0.0463371,5190,frame.05190.jpg,0.07788686,0.7725267,0.026415672,0.001429053,0.00126226,0.001064415,0.000251531,0.119163536
0.9,0.9,0.05,0.05,0.85,0.85,0.1,1,1,0.15,0.45,0.45,0.1,0.4,0.05,0.05,5191,frame.05191.jpg,0.1119479,0.76035,0.030469317,0.001906258,0.001426372,0.000809794,0.000251917,0.09283844
0.554607,0.554607,0.0543317,0.0543317,0.5285,0.5285,0.0663271,0.522149,0.564486,0.0924345,0.432537,0.432537,0.0522149,0.307645,0.30835,0.30835,5192,frame.05192.jpg,0.036030613,0.727507353,0.031627663,0.004170206,0.005434421,0.002865291,0.000695699,0.191668734
0.3,0.3,0.1,0.1,0.3,0.3,0.05,0,0.15,0.05,0.7,0.7,0,0.35,1,1,5193,frame.05193.jpg,0.009615812,0.8217431,0.015855698,0.000521519,0.001042912,0.001421161,0.000101186,0.14969863
0.3,0.3,0.1,0.1,0.3,0.3,0.05,0,0.15,0.05,0.7,0.7,0,0.35,1,1,5194,frame.05194.jpg,0.009615812,0.8217431,0.015855698,0.000521519,0.001042912,0.001421161,0.000101186,0.14969863
0.505593,0.505593,0.441794,0.441794,0.144885,0.144885,0.00775166,0.0983748,0.580712,0.106127,0.272481,0.272481,0.655832,0.447761,0.187825,0.187825,5195,frame.05195.jpg,0.00724599,0.877522767,0.010324521,0.000303442,0.001052078,0.001314006,7.96E-05,0.102157608
0.7,0.7,0.65,0.65,0.15,0.15,0,0.15,0.85,0.15,0.25,0.25,1,0.6,0.05,0.05,5196,frame.05196.jpg,0.008272205,0.8509875,0.015052678,0.000430026,0.001634702,0.001063218,9.07E-05,0.122469
0.7,0.7,0.65,0.65,0.15,0.15,0,0.15,0.85,0.15,0.25,0.25,1,0.6,0.05,0.05,5197,frame.05197.jpg,0.008272205,0.8509875,0.015052678,0.000430026,0.001634702,0.001063218,9.07E-05,0.122469
0.635727,0.635727,0.340115,0.340115,0.255176,0.255176,0.574237,0.0829053,0.144396,0.542295,0.559282,0.559282,0.256013,0.274198,0.554019,0.554019,5198,frame.05198.jpg,0.030425979,0.8337868,0.023214556,0.000778327,0.00127891,0.001176648,0.000194477,0.10914433
0.9,0.9,0.4,0.4,0.4,0.4,1,0.1,0,0.9,0.9,0.9,0.15,0.3,0.95,0.95,5199,frame.05199.jpg,0.228136718,0.6996629,0.020365663,0.00190563,0.001648038,0.001004546,0.000524955,0.04675152
0.9,0.9,0.4,0.4,0.4,0.4,1,0.1,0,0.9,0.9,0.9,0.15,0.3,0.95,0.95,5200,frame.05200.jpg,0.228136718,0.6996629,0.020365663,0.00190563,0.001648038,0.001004546,0.000524955,0.04675152
0.482837,0.482837,0.584388,0.584388,0.36495,0.36495,0.820943,0.00894826,0.036573,0.738849,0.299972,0.299972,0.671737,0.538867,0.12225,0.12225,5201,frame.05201.jpg,0.008674967,0.949494243,0.01000449,0.000470792,0.001952844,0.014479783,0.000866374,0.014056482
0.55,0.55,0.75,0.75,0.45,0.45,1,0,0.05,0.9,0.3,0.3,0.9,0.7,0,0,5202,frame.05202.jpg,0.024367094,0.574827969,0.01421747,0.001776414,0.004031084,0.3408703,0.027590107,0.012319588
0.535171,0.535171,0.729778,0.729778,0.437867,0.437867,0.973038,0,0.0486519,0.875734,0.291911,0.291911,0.875734,0.681126,0,0,5203,frame.05203.jpg,0.011457517,0.671684146,0.01073428,0.001063687,0.003268224,0.2779408,0.012405649,0.011445679
0.2,0.2,0,0,0.35,0.35,0.05,1,0.1,0.05,1,1,0.9,0.6,0.95,0.95,5204,frame.05204.jpg,0.006309676,0.8218139,0.014406717,0.000895273,0.001451433,0.002803362,0.000101032,0.1522186
0.2,0.2,0,0,0.35,0.35,0.05,1,0.1,0.05,1,1,0.9,0.6,0.95,0.95,5205,frame.05205.jpg,0.006309676,0.8218139,0.014406717,0.000895273,0.001451433,0.002803362,0.000101032,0.1522186
0.0477704,0.0477704,0.40202,0.40202,0.56785,0.56785,0.00280579,0.092663,0.663463,0.733751,0.0561158,0.0561158,0.123599,0.179859,0.126405,0.126405,5206,frame.05206.jpg,0.002713199,0.946922958,0.010098224,0.000185011,0.001674228,0.001096909,3.42E-05,0.037275218
0.05,0.05,0.55,0.55,0.75,0.75,0,0.05,0.9,1,0,0,0.1,0.2,0.1,0.1,5207,frame.05207.jpg,0.003780598,0.9495498,0.011802144,0.000497117,0.004735695,0.00310019,0.000114035,0.026420439
0.05,0.05,0.55,0.55,0.75,0.75,0,0.05,0.9,1,0,0,0.1,0.2,0.1,0.1,5208,frame.05208.jpg,0.003780598,0.9495498,0.011802144,0.000497117,0.004735695,0.00310019,0.000114035,0.026420439
0.312953,0.312953,0.203527,0.203527,0.500699,0.500699,0.0681885,0.0401988,0.212165,0.224374,0.579602,0.579602,0.625906,0.126701,0.0122091,0.0122091,5209,frame.05209.jpg,0.005048843,0.8502111,0.012585489,0.000157334,0.000524846,0.012611826,0.000328881,0.118531674
0.45,0.45,0.2,0.2,0.6,0.6,0.1,0.05,0.15,0.15,0.85,0.85,0.9,0.15,0,0,5210,frame.05210.jpg,0.020063879,0.757218063,0.020279333,0.000968341,0.00226469,0.06321371,0.005546827,0.130445153
0.45,0.45,0.2,0.2,0.6,0.6,0.1,0.05,0.15,0.15,0.85,0.85,0.9,0.15,0,0,5211,frame.05211.jpg,0.020063879,0.757218063,0.020279333,0.000968341,0.00226469,0.06321371,0.005546827,0.130445153
0.626694,0.626694,0.126921,0.126921,0.560978,0.560978,0.102078,0.0381665,0.0372645,0.0630095,0.262656,0.262656,0.223587,0.552164,0,0,5212,frame.05212.jpg,0.11881198,0.6467012,0.015388959,0.004110398,0.005289663,0.105492465,0.049785275,0.054420058
1,1,0.15,0.15,0.8,0.8,0.15,0.05,0,0.05,0.1,0.1,0,1,0,0,5213,frame.05213.jpg,0.238124341,0.58814615,0.00789193,0.001321791,0.001613568,0.08926526,0.058745183,0.014891794
1,1,0.15,0.15,0.8,0.8,0.15,0.05,0,0.05,0.1,0.1,0,1,0,0,5214,frame.05214.jpg,0.238124341,0.58814615,0.00789193,0.001321791,0.001613568,0.08926526,0.058745183,0.014891794
0.545403,0.545403,0.359454,0.359454,0.609347,0.609347,0.43993,0.0594607,0.0201191,0.401485,0.259755,0.259755,0,0.545403,0.114012,0.114012,5215,frame.05215.jpg,0.042147327,0.801696658,0.02417676,0.001648462,0.003411182,0.084744304,0.012973299,0.029202007
