au_1_left,au_1_right,au_2_left,au_2_right,au_4_left,au_4_right,au_5,au_6,au_7,au_10,au_12_left,au_12_right,au_25,au_26,au_45_left,au_45_right,frame,name, sadness, neutral, contempt, disgust, anger, surprise, fear, happiness
0.65,0.7,0.9,0.5,0.35,0.2,0.15,0.35,0.65,0.1,0.65,0.65,0.95,0.3,0.4,0.8,2320,frame.02320.jpg,0.01640888,0.797085762,0.037369505,0.000203262,0.000367915,0.000227005,2.09E-05,0.148316756
0.373465,0.592803,0.751702,0.47789,0.201097,0.232211,0.320781,0.362382,0.432114,0.0574562,0.388128,0.622724,0.809755,0.260342,0.273812,0.532961,2321,frame.02321.jpg,0.00578528,0.825140238,0.014912531,0.000238129,0.000398808,0.000715279,4.44E-05,0.152765349
0,0.630171,0.775595,0.630171,0,0.387797,0.775595,0.533221,0.193899,0,0.0484747,0.824069,0.872544,0.290848,0.145424,0.242373,2322,frame.02322.jpg,0.004959802,0.8507618,0.029079182,0.000512229,0.001562942,0.012568066,0.000423379,0.100132629
0,0.65,0.8,0.65,0,0.4,0.8,0.55,0.2,0,0.05,0.85,0.9,0.3,0.15,0.25,2323,frame.02323.jpg,0.003863852,0.826628864,0.018154098,0.000200109,0.000583995,0.001059776,3.89E-05,0.149470389
0,0.65,0.8,0.65,0,0.4,0.8,0.55,0.2,0,0.05,0.85,0.9,0.3,0.15,0.25,2324,frame.02324.jpg,0.003863852,0.826628864,0.018154098,0.000200109,0.000583995,0.001059776,3.89E-05,0.149470389
0,0.65,0.8,0.65,0,0.4,0.8,0.55,0.2,0,0.05,0.85,0.9,0.3,0.15,0.25,2325,frame.02325.jpg,0.003863852,0.826628864,0.018154098,0.000200109,0.000583995,0.001059776,3.89E-05,0.149470389
0.261482,0.454584,0.675144,0.480733,0.104593,0.47485,0.531329,0.447002,0.198203,0,0.199903,0.548194,0.787319,0.362675,0.233634,0.398106,2326,frame.02326.jpg,0.002199882,0.8380482,0.013348949,0.000157746,0.000487952,0.000982394,3.53E-05,0.144739538
0.966461,0.241615,0.724846,0.338261,0.386584,0.869815,0.193292,0.434907,0.289938,0,0.6282,0.144969,0.918138,0.676523,0.555412,0.941996,2327,frame.02327.jpg,0.026698941,0.815277636,0.035520233,0.001782499,0.003180825,0.002521746,0.00027484,0.114743307
1,0.25,0.75,0.35,0.4,0.9,0.2,0.45,0.3,0,0.65,0.15,0.95,0.7,0.55,0.95,2328,frame.02328.jpg,0.018838158,0.7870397,0.025924314,0.00168486,0.002195405,0.002588463,0.000212169,0.161516935
1,0.25,0.75,0.35,0.4,0.9,0.2,0.45,0.3,0,0.65,0.15,0.95,0.7,0.55,0.95,2329,frame.02329.jpg,0.018838158,0.7870397,0.025924314,0.00168486,0.002195405,0.002588463,0.000212169,0.161516935
1,0.25,0.75,0.35,0.4,0.9,0.2,0.45,0.3,0,0.65,0.15,0.95,0.7,0.55,0.95,2330,frame.02330.jpg,0.018838158,0.7870397,0.025924314,0.00168486,0.002195405,0.002588463,0.000212169,0.161516935
0.816437,0.136777,0.630691,0.294323,0.385338,0.316109,0.217153,0.35393,0.54609,0.146907,0.571084,0.175107,0.676453,0.490707,0.682867,0.676453,2331,frame.02331.jpg,0.010458956,0.8589177,0.026588054,0.000468522,0.001022994,0.000688106,4.23E-05,0.101813331
0.95,0.1,0.75,0.35,0.5,0,0.3,0.4,0.9,0.3,0.7,0.25,0.7,0.5,1,0.7,2332,frame.02332.jpg,0.002223044,0.82050395,0.013415177,0.000160026,0.000358501,0.000594615,1.35E-05,0.16273123
0.95,0.1,0.75,0.35,0.5,0,0.3,0.4,0.9,0.3,0.7,0.25,0.7,0.5,1,0.7,2333,frame.02333.jpg,0.002223044,0.82050395,0.013415177,0.000160026,0.000358501,0.000594615,1.35E-05,0.16273123
0.95,0.1,0.75,0.35,0.5,0,0.3,0.4,0.9,0.3,0.7,0.25,0.7,0.5,1,0.7,2334,frame.02334.jpg,0.002223044,0.82050395,0.013415177,0.000160026,0.000358501,0.000594615,1.35E-05,0.16273123
0.939574,0.0989026,0.741769,0.346159,0.494513,0,0.296708,0.39561,0.890123,0.296708,0.692318,0.247256,0.692318,0.494513,0.989025,0.692318,2335,frame.02335.jpg,0.002290435,0.827741,0.01842098,0.000158341,0.000276454,0.000500215,1.06E-05,0.150602013
0.742534,0.287765,0.51032,0.354877,0.237218,0.137327,0.519979,0.636086,0.461325,0.245326,0.778417,0.204438,0.675422,0.47754,0.714758,0.400769,2336,frame.02336.jpg,0.002824983,0.858054042,0.018859077,0.000185439,0.000327147,0.000516139,1.49E-05,0.119218275
0.9,0.4,0.6,0.45,0.25,0.2,0.7,0.85,0.5,0.3,1,0.25,0.85,0.6,0.85,0.45,2337,frame.02337.jpg,0.005804409,0.826710343,0.021407027,0.000311522,0.000560278,0.000559984,2.40E-05,0.144622415
0.9,0.4,0.6,0.45,0.25,0.2,0.7,0.85,0.5,0.3,1,0.25,0.85,0.6,0.85,0.45,2338,frame.02338.jpg,0.005804409,0.826710343,0.021407027,0.000311522,0.000560278,0.000559984,2.40E-05,0.144622415
0.9,0.4,0.6,0.45,0.25,0.2,0.7,0.85,0.5,0.3,1,0.25,0.85,0.6,0.85,0.45,2339,frame.02339.jpg,0.005804409,0.826710343,0.021407027,0.000311522,0.000560278,0.000559984,2.40E-05,0.144622415
0.630482,0.280214,0.420321,0.315241,0.175134,0.140107,0.490375,0.595455,0.350268,0.210161,0.700536,0.175134,0.595455,0.420321,0.595455,0.315241,2340,frame.02340.jpg,0.004144975,0.8444958,0.020079307,0.000126609,0.000282574,0.00024736,1.03E-05,0.130613133
0.358618,0.224136,0.0448272,0.672409,0.313791,0.0896545,0.4931,0.4931,0.582754,0.717236,0.717236,0.358618,0.672409,0.313791,0.582754,0.717236,2341,frame.02341.jpg,0.004301852,0.8775116,0.022946896,0.000166255,0.000294493,0.000238491,8.18E-06,0.09453222
0.4,0.25,0.05,0.75,0.35,0.1,0.55,0.55,0.65,0.8,0.8,0.4,0.75,0.35,0.65,0.8,2342,frame.02342.jpg,0.002659684,0.88912946,0.023871843,0.000215976,0.000459218,0.000294852,7.14E-06,0.08336185
0.4,0.25,0.05,0.75,0.35,0.1,0.55,0.55,0.65,0.8,0.8,0.4,0.75,0.35,0.65,0.8,2343,frame.02343.jpg,0.002659684,0.88912946,0.023871843,0.000215976,0.000459218,0.000294852,7.14E-06,0.08336185
0.4,0.25,0.05,0.75,0.35,0.1,0.55,0.55,0.65,0.8,0.8,0.4,0.75,0.35,0.65,0.8,2344,frame.02344.jpg,0.002659684,0.88912946,0.023871843,0.000215976,0.000459218,0.000294852,7.14E-06,0.08336185
0.306883,0.282329,0.157728,0.584218,0.30938,0.103959,0.44039,0.466026,0.557167,0.594539,0.620175,0.294065,0.661126,0.315789,0.563576,0.600948,2345,frame.02345.jpg,0.002874249,0.8699686,0.023894642,0.000288478,0.000486939,0.000404711,1.48E-05,0.102067553
0.139121,0.741979,0.881101,0.324616,0.417363,0.231869,0.324616,0.510111,0.649232,0.139121,0.324616,0.0463737,0.881101,0.463737,0.695606,0.185495,2346,frame.02346.jpg,0.00434601,0.8750177,0.014000823,0.000252138,0.000819471,0.000623071,3.34E-05,0.104907379
0.15,0.8,0.95,0.35,0.45,0.25,0.35,0.55,0.7,0.15,0.35,0.05,0.95,0.5,0.75,0.2,2347,frame.02347.jpg,0.007900471,0.863648057,0.017342169,0.000794147,0.002133051,0.001998705,0.000128223,0.1060552
0.15,0.8,0.95,0.35,0.45,0.25,0.35,0.55,0.7,0.15,0.35,0.05,0.95,0.5,0.75,0.2,2348,frame.02348.jpg,0.007900471,0.863648057,0.017342169,0.000794147,0.002133051,0.001998705,0.000128223,0.1060552
0.15,0.8,0.95,0.35,0.45,0.25,0.35,0.55,0.7,0.15,0.35,0.05,0.95,0.5,0.75,0.2,2349,frame.02349.jpg,0.007900471,0.863648057,0.017342169,0.000794147,0.002133051,0.001998705,0.000128223,0.1060552
0.128888,0.687404,0.816292,0.300739,0.386665,0.214814,0.300739,0.47259,0.601479,0.128888,0.300739,0.0429628,0.816292,0.429628,0.644441,0.171851,2350,frame.02350.jpg,0.006877101,0.891986251,0.012123066,0.000276407,0.000652646,0.001343413,5.12E-05,0.08668994
0.193129,0.424884,0.463509,0.231755,0,0.193129,0.772515,0.347632,0.193129,0.618012,0.386258,0.309006,0.424884,0.463509,0.695264,0.772515,2351,frame.02351.jpg,0.005713328,0.910667241,0.016534397,0.000312841,0.000437092,0.000728745,2.52E-05,0.06558117
0.25,0.55,0.6,0.3,0,0.25,1,0.45,0.25,0.8,0.5,0.4,0.55,0.6,0.9,1,2352,frame.02352.jpg,0.003114924,0.896935046,0.0215592,0.00038198,0.000727853,0.000811148,2.86E-05,0.07644121
0.25,0.55,0.6,0.3,0,0.25,1,0.45,0.25,0.8,0.5,0.4,0.55,0.6,0.9,1,2353,frame.02353.jpg,0.003114924,0.896935046,0.0215592,0.00038198,0.000727853,0.000811148,2.86E-05,0.07644121
0.25,0.55,0.6,0.3,0,0.25,1,0.45,0.25,0.8,0.5,0.4,0.55,0.6,0.9,1,2354,frame.02354.jpg,0.003114924,0.896935046,0.0215592,0.00038198,0.000727853,0.000811148,2.86E-05,0.07644121
0.297872,0.436683,0.437769,0.222366,0.104444,0.186466,0.801566,0.399697,0.27002,0.651,0.372931,0.370759,0.534164,0.53525,0.708876,0.815491,2355,frame.02355.jpg,0.0063943,0.880656362,0.023910338,0.000198529,0.00031329,0.000285283,1.20E-05,0.08822986
0.827558,0.292079,0.0486799,0.0486799,0.730198,0.0486799,0.584159,0.535479,0.632838,0.535479,0.0973598,0.584159,0.973598,0.730198,0.438119,0.681518,2356,frame.02356.jpg,0.056862835,0.9069881,0.013825287,0.000466246,0.000976555,0.00044178,8.02E-05,0.020359004
0.85,0.3,0.05,0.05,0.75,0.05,0.6,0.55,0.65,0.55,0.1,0.6,1,0.75,0.45,0.7,2357,frame.02357.jpg,0.013375292,0.9247704,0.012813955,0.000888924,0.001629018,0.000787349,7.33E-05,0.045661748
0.85,0.3,0.05,0.05,0.75,0.05,0.6,0.55,0.65,0.55,0.1,0.6,1,0.75,0.45,0.7,2358,frame.02358.jpg,0.013375292,0.9247704,0.012813955,0.000888924,0.001629018,0.000787349,7.33E-05,0.045661748
0.768891,0.271373,0.0452289,0.0452289,0.678433,0.0452289,0.542746,0.497518,0.587975,0.497518,0.0904577,0.542746,0.904577,0.678433,0.40706,0.633204,2359,frame.02359.jpg,0.007838202,0.918432951,0.012846323,0.000471452,0.00094813,0.000535647,4.41E-05,0.058883194
0.05,0.35,0.95,0.85,0.8,0.1,0.8,0.2,0.5,0.3,0.3,0.95,0,0.9,0.2,0.3,2360,frame.02360.jpg,0.001164376,0.7759649,0.010548533,0.00025038,0.000652577,0.005180396,6.23E-05,0.206176519
0.05,0.35,0.95,0.85,0.8,0.1,0.8,0.2,0.5,0.3,0.3,0.95,0,0.9,0.2,0.3,2361,frame.02361.jpg,0.001164376,0.7759649,0.010548533,0.00025038,0.000652577,0.005180396,6.23E-05,0.206176519
0.05,0.35,0.95,0.85,0.8,0.1,0.8,0.2,0.5,0.3,0.3,0.95,0,0.9,0.2,0.3,2362,frame.02362.jpg,0.001164376,0.7759649,0.010548533,0.00025038,0.000652577,0.005180396,6.23E-05,0.206176519
0.205978,0.457029,0.565201,0.678482,0.669468,0.182166,0.685881,0.13454,0.287108,0.152568,0.448014,0.663683,0.262619,0.589014,0.31509,0.38236,2363,frame.02363.jpg,0.005868395,0.826324046,0.014329242,0.000458005,0.000885318,0.002986196,0.000114392,0.149034441
0.543385,0.839777,0.246993,0.74098,0.790379,0.395189,0.839777,0.0987973,0.0987973,0,0.889176,0.543385,0.790379,0.395189,0.642182,0.691581,2364,frame.02364.jpg,0.118313082,0.700632632,0.026311109,0.001407044,0.001854399,0.001790114,0.000468209,0.149223447
0.55,0.85,0.25,0.75,0.8,0.4,0.85,0.1,0.1,0,0.9,0.55,0.8,0.4,0.65,0.7,2365,frame.02365.jpg,0.116772249,0.7125793,0.03164495,0.001303585,0.001516448,0.0011125,0.000323347,0.134747609
0.549298,0.848915,0.249681,0.749042,0.798979,0.399489,0.848915,0.0998723,0.0998723,0,0.898851,0.549298,0.798979,0.399489,0.64917,0.699106,2366,frame.02366.jpg,0.107713342,0.764211833,0.025138177,0.001035954,0.00166282,0.000954155,0.000291523,0.098992184
0.9,0.2,0.65,0.5,0.35,0.55,0.95,0.45,0.3,0.45,0.05,0.15,0.05,0.4,0.6,0.55,2367,frame.02367.jpg,0.010384384,0.9123873,0.021691723,0.000523953,0.001279091,0.000712629,5.72E-05,0.052963767
0.9,0.2,0.65,0.5,0.35,0.55,0.95,0.45,0.3,0.45,0.05,0.15,0.05,0.4,0.6,0.55,2368,frame.02368.jpg,0.010384384,0.9123873,0.021691723,0.000523953,0.001279091,0.000712629,5.72E-05,0.052963767
0.898651,0.1997,0.649025,0.49925,0.349475,0.549176,0.948576,0.449325,0.29955,0.449325,0.049925,0.149775,0.049925,0.3994,0.599101,0.549176,2369,frame.02369.jpg,0.010698528,0.907001257,0.01748851,0.000262406,0.000572681,0.000350102,2.88E-05,0.06359767
0.493163,0.542479,0.443846,0.0493163,0.78906,0.0493163,0.39453,0.937009,0.345214,0.887693,0.0493163,0.345214,0.591795,0.39453,0.197265,0.690428,2370,frame.02370.jpg,0.019108294,0.954080343,0.012259657,0.000204711,0.000713504,0.000411911,3.31E-05,0.013188426
0.5,0.55,0.45,0.05,0.8,0.05,0.4,0.95,0.35,0.9,0.05,0.35,0.6,0.4,0.2,0.7,2371,frame.02371.jpg,0.010230751,0.956959844,0.013418168,0.000183527,0.000680116,0.000312204,2.70E-05,0.018188417
0.422394,0.46457,0.382142,0.0423356,0.675607,0.0442588,0.340448,0.804537,0.297311,0.759316,0.0447396,0.296349,0.508668,0.338204,0.171426,0.592218,2372,frame.02372.jpg,0.006691248,0.931134343,0.014433579,0.000332194,0.001255584,0.000632882,5.14E-05,0.045468733
0.2,0.2,0.8,0.05,0.25,0.65,0.95,1,0.65,0.05,0.8,0.35,0.8,0.25,0.85,0.55,2373,frame.02373.jpg,0.000667158,0.8715915,0.012326885,5.17E-05,0.000198479,0.000263929,4.40E-06,0.11489597
0.2,0.2,0.8,0.05,0.25,0.65,0.95,1,0.65,0.05,0.8,0.35,0.8,0.25,0.85,0.55,2374,frame.02374.jpg,0.000667158,0.8715915,0.012326885,5.17E-05,0.000198479,0.000263929,4.40E-06,0.11489597
0.2,0.2,0.8,0.05,0.25,0.65,0.95,1,0.65,0.05,0.8,0.35,0.8,0.25,0.85,0.55,2375,frame.02375.jpg,0.000667158,0.8715915,0.012326885,5.17E-05,0.000198479,0.000263929,4.40E-06,0.11489597
0.308671,0.0854798,0.533226,0.419925,0.345983,0.485058,0.708931,0.554937,0.198098,0.356157,0.437572,0.324954,0.214381,0.473521,0.634307,0.155358,2376,frame.02376.jpg,0.007305902,0.891183,0.0238329,0.000575475,0.001200138,0.001204678,6.45E-05,0.07463342
0.45,0.1,0.7,0.65,0.5,0.65,0.95,0.7,0.2,0.55,0.55,0.45,0.2,0.7,0.85,0.15,2377,frame.02377.jpg,0.004486117,0.916385353,0.021709764,0.000703802,0.002240603,0.002003645,7.40E-05,0.052396707
0.45,0.1,0.7,0.65,0.5,0.65,0.95,0.7,0.2,0.55,0.55,0.45,0.2,0.7,0.85,0.15,2378,frame.02378.jpg,0.004486117,0.916385353,0.021709764,0.000703802,0.002240603,0.002003645,7.40E-05,0.052396707
0.429768,0.0955041,0.668529,0.620776,0.47752,0.620776,0.907289,0.668529,0.191008,0.525272,0.525272,0.429768,0.191008,0.668529,0.811785,0.143256,2379,frame.02379.jpg,0.002743823,0.8769822,0.023149028,0.000513303,0.001196652,0.001112603,2.71E-05,0.094275296
0.240225,0.960899,0.864809,0.19218,0.0960899,0.0480449,0.576539,0,0.19218,0.0480449,0.960899,0.240225,0.624584,0.0960899,0.720674,0.864809,2380,frame.02380.jpg,0.016088186,0.7690041,0.016335743,0.000118016,0.000122927,0.000235155,2.15E-05,0.198074341
0.25,1,0.9,0.2,0.1,0.05,0.6,0,0.2,0.05,1,0.25,0.65,0.1,0.75,0.9,2381,frame.02381.jpg,0.017113175,0.7556994,0.019688843,0.000195375,0.0002081,0.000374066,3.86E-05,0.206682444
0.208091,0.608223,0.589027,0.390616,0.531522,0.553944,0.435379,0.0320204,0.390616,0.489904,0.640244,0.272132,0.476997,0.307379,0.752356,0.749129,2382,frame.02382.jpg,0.01080926,0.8804073,0.023484312,0.000366067,0.000678205,0.000393475,3.15E-05,0.083829895
0.25,0.65,0.65,0.55,0.8,0.85,0.5,0.05,0.55,0.75,0.7,0.35,0.55,0.45,0.95,0.9,2383,frame.02383.jpg,0.013388704,0.8959319,0.022776973,0.000558479,0.001411276,0.000628553,5.54E-05,0.06524875
0.25,0.65,0.65,0.55,0.8,0.85,0.5,0.05,0.55,0.75,0.7,0.35,0.55,0.45,0.95,0.9,2384,frame.02384.jpg,0.013388704,0.8959319,0.022776973,0.000558479,0.001411276,0.000628553,5.54E-05,0.06524875
0.193766,0.503792,0.503792,0.426285,0.620051,0.658804,0.387532,0.0387532,0.426285,0.581298,0.542545,0.271272,0.426285,0.348779,0.736311,0.697558,2385,frame.02385.jpg,0.01469135,0.860137,0.029202864,0.000592318,0.001140656,0.000622572,5.68E-05,0.093556434
0.75,0.75,0.7,0.85,0.4,0.25,0.5,0.25,0.85,0.45,0.15,0.7,1,0.85,0.25,0.4,2386,frame.02386.jpg,0.017357223,0.8617815,0.024942989,0.001174533,0.002861914,0.001114891,0.000150868,0.0906161
0.75,0.75,0.7,0.85,0.4,0.25,0.5,0.25,0.85,0.45,0.15,0.7,1,0.85,0.25,0.4,2387,frame.02387.jpg,0.017357223,0.8617815,0.024942989,0.001174533,0.002861914,0.001114891,0.000150868,0.0906161
0.660037,0.660037,0.616034,0.748042,0.35202,0.220012,0.440025,0.220012,0.748042,0.396022,0.132007,0.616034,0.880049,0.748042,0.220012,0.35202,2388,frame.02388.jpg,0.008970839,0.891719639,0.01676018,0.000697824,0.001736797,0.000934249,8.46E-05,0.07909587
0.246649,0.345308,0.838605,0.443967,0.394638,0.690616,0.246649,0.937265,0.197319,0.443967,0.0493297,0.345308,0.690616,0.986594,0.394638,0.197319,2389,frame.02389.jpg,0.02274959,0.918254554,0.02265204,0.003517383,0.013552452,0.00270229,0.000453382,0.016118327
0.25,0.35,0.85,0.45,0.4,0.7,0.25,0.95,0.2,0.45,0.05,0.35,0.7,1,0.4,0.2,2390,frame.02390.jpg,0.011605238,0.9287347,0.018396305,0.002125564,0.005168371,0.003117537,0.000252364,0.03059991
0.249449,0.349229,0.848127,0.449008,0.399118,0.698457,0.249449,0.947906,0.199559,0.449008,0.0498898,0.349229,0.698457,0.997796,0.399118,0.199559,2391,frame.02391.jpg,0.013537769,0.9300966,0.019687047,0.002703371,0.008969869,0.003283203,0.00034434,0.021377752
0.498314,0.548146,0.249157,0.69764,0.797303,0.0996629,0.0996629,0.896966,0.946797,0.548146,0.398652,0.448483,0.249157,0.34882,0.996629,0.249157,2392,frame.02392.jpg,0.007021349,0.899732232,0.018928738,0.000277233,0.000716541,0.000344936,2.71E-05,0.072951846
0.5,0.55,0.25,0.7,0.8,0.1,0.1,0.9,0.95,0.55,0.4,0.45,0.25,0.35,1,0.25,2393,frame.02393.jpg,0.005391215,0.9159413,0.016117852,0.000162126,0.000384493,0.000225971,1.48E-05,0.061762244
0.442684,0.48609,0.227808,0.619541,0.705815,0.0954337,0.0927396,0.80071,0.841961,0.493095,0.352638,0.397122,0.227269,0.315159,0.881595,0.227269,2394,frame.02394.jpg,0.005695862,0.900069237,0.017703759,0.00026811,0.000661111,0.00031861,1.86E-05,0.07526469
0.3,0.25,0.75,0.4,0.25,0.7,0.45,0.9,0.65,0.9,0.1,0.15,0.7,0.7,0.25,0.7,2395,frame.02395.jpg,0.00309315,0.977661,0.009121696,0.000376474,0.00154716,0.001406327,3.48E-05,0.006759419
0.3,0.25,0.75,0.4,0.25,0.7,0.45,0.9,0.65,0.9,0.1,0.15,0.7,0.7,0.25,0.7,2396,frame.02396.jpg,0.00309315,0.977661,0.009121696,0.000376474,0.00154716,0.001406327,3.48E-05,0.006759419
0.170407,0.164551,0.0878396,0.249754,0.232186,0.58925,0.357064,0.646492,0.177581,0.409767,0.383707,0.152839,0.453979,0.420161,0.705635,0.352526,2397,frame.02397.jpg,0.007180767,0.8971954,0.019491017,0.000665199,0.001289844,0.001177768,6.07E-05,0.072939344
0.2,0.2,0,0.3,0.3,0.75,0.45,0.8,0.15,0.45,0.55,0.2,0.55,0.5,1,0.4,2398,frame.02398.jpg,0.015978036,0.9110794,0.025033057,0.001032417,0.003070692,0.001413642,0.0001221,0.04227063
0.181972,0.181972,0,0.272958,0.272958,0.682395,0.409437,0.727888,0.136479,0.409437,0.500423,0.181972,0.500423,0.45493,0.90986,0.363944,2399,frame.02399.jpg,0.006950551,0.9001718,0.023002086,0.000580366,0.001515772,0.00114575,6.05E-05,0.06657315
0.25,0.9,0.95,0.65,0.7,0.15,0,0.95,0.15,0.15,0.05,0.8,0.9,0.8,0.85,0.7,2400,frame.02400.jpg,0.00566192,0.8932503,0.013209317,0.000605095,0.001493634,0.001463125,9.04E-05,0.08422622
0.25,0.9,0.95,0.65,0.7,0.15,0,0.95,0.15,0.15,0.05,0.8,0.9,0.8,0.85,0.7,2401,frame.02401.jpg,0.00566192,0.8932503,0.013209317,0.000605095,0.001493634,0.001463125,9.04E-05,0.08422622
0.242181,0.87185,0.920286,0.62967,0.678106,0.145308,0,0.920286,0.145308,0.145308,0.0484361,0.774978,0.87185,0.774978,0.823414,0.678106,2402,frame.02402.jpg,0.010483323,0.866664648,0.016049452,0.00071732,0.001701044,0.001446277,0.000140459,0.102797478
0.265675,0.267787,0.665243,0.222831,0.841005,0.309493,0.618011,0.885961,0.353637,0.221206,0.265025,0.48818,0.0470687,0.48818,0.797349,0.399568,2403,frame.02403.jpg,0.002010087,0.798868239,0.022095714,0.000406346,0.000894057,0.001626042,3.98E-05,0.174059644
0.3,0.3,0.75,0.25,0.95,0.35,0.7,1,0.4,0.25,0.3,0.55,0.05,0.55,0.9,0.45,2404,frame.02404.jpg,0.002244157,0.8780761,0.014709551,0.00019768,0.000492402,0.000866734,1.80E-05,0.103395425
0.3,0.3,0.75,0.25,0.95,0.35,0.7,1,0.4,0.25,0.3,0.55,0.05,0.55,0.9,0.45,2405,frame.02405.jpg,0.002244157,0.8780761,0.014709551,0.00019768,0.000492402,0.000866734,1.80E-05,0.103395425
0.251528,0.787217,0.131393,0.209606,0.184287,0.40824,0.127735,0.340999,0.182316,0.78356,0.328055,0.499398,0.233239,0.728979,0.792846,0.606873,2406,frame.02406.jpg,0.013329445,0.9322632,0.012660135,0.000584397,0.001244485,0.000835131,6.82E-05,0.039015044
0.3,1,0.1,0.25,0.15,0.5,0.1,0.35,0.2,1,0.4,0.6,0.3,0.9,0.95,0.75,2407,frame.02407.jpg,0.02514418,0.8682821,0.03151105,0.003448817,0.005385972,0.001893364,0.000496034,0.06383852
0.3,1,0.1,0.25,0.15,0.5,0.1,0.35,0.2,1,0.4,0.6,0.3,0.9,0.95,0.75,2408,frame.02408.jpg,0.02514418,0.8682821,0.03151105,0.003448817,0.005385972,0.001893364,0.000496034,0.06383852
0,0.890216,0.667662,0.0445108,0.667662,0.178043,0.534129,0.756683,0.890216,0.311575,0.801194,0.356086,0.267065,0,0.534129,0.845705,2409,frame.02409.jpg,0.008362148,0.772132754,0.017630002,0.00016071,0.000447448,0.000322716,3.48E-05,0.20090948
0,1,0.75,0.05,0.75,0.2,0.6,0.85,1,0.35,0.9,0.4,0.3,0,0.6,0.95,2410,frame.02410.jpg,0.003227372,0.86908406,0.013350778,0.000109998,0.000398082,0.000210795,1.09E-05,0.11360798
0,1,0.75,0.05,0.75,0.2,0.6,0.85,1,0.35,0.9,0.4,0.3,0,0.6,0.95,2411,frame.02411.jpg,0.003227372,0.86908406,0.013350778,0.000109998,0.000398082,0.000210795,1.09E-05,0.11360798
0.047826,0.813042,0.860868,0.47826,0,0.095652,0.095652,0.334782,0.191304,0.286956,0.813042,0.23913,0.095652,0.430434,0.95652,0.143478,2412,frame.02412.jpg,0.004118769,0.844681561,0.01623055,0.000220967,0.000619913,0.001017826,3.55E-05,0.133074939
0.05,0.85,0.9,0.5,0,0.1,0.1,0.35,0.2,0.3,0.85,0.25,0.1,0.45,1,0.15,2413,frame.02413.jpg,0.004402071,0.806412935,0.015428523,0.000183256,0.00052313,0.000827196,3.46E-05,0.1721883
0.0452462,0.769186,0.814432,0.452462,0,0.0904924,0.0904924,0.316724,0.180985,0.271477,0.769186,0.226231,0.0904924,0.407216,0.904925,0.135739,2414,frame.02414.jpg,0.004646089,0.834108949,0.016928498,0.000194426,0.000504587,0.00060358,2.53E-05,0.142988563
0.85,0.15,0.35,0.15,0.75,0.75,0.95,0.5,0.25,0.4,0.8,0.65,0.35,0.1,0.15,0.35,2415,frame.02415.jpg,0.021368533,0.893577456,0.013325798,0.000384273,0.001360768,0.001190819,0.000130954,0.06866141
0.630711,0.111302,0.259704,0.111302,0.556509,0.556509,0.704912,0.371006,0.185503,0.296805,0.59361,0.482308,0.259704,0.0742013,0.111302,0.259704,2416,frame.02416.jpg,0.009302891,0.8849453,0.009680047,0.000201232,0.00073837,0.003647869,0.000179491,0.09130482
0,0.6,0.65,0.65,0.6,0.25,0.9,0.65,0.9,1,0.05,0.35,0.05,0.05,0.35,0.95,2417,frame.02417.jpg,0.00451711,0.930111051,0.01761746,0.000200786,0.000661092,0.00035449,1.62E-05,0.046521787
0,0.6,0.65,0.65,0.6,0.25,0.9,0.65,0.9,1,0.05,0.35,0.05,0.05,0.35,0.95,2418,frame.02418.jpg,0.00451711,0.930111051,0.01761746,0.000200786,0.000661092,0.00035449,1.62E-05,0.046521787
0.300887,0.391153,0.120355,0.0300887,0.45133,0.511507,0.361064,0.180532,0.240709,0.150443,0.601773,0.45133,0.300887,0.150443,0.571685,0.090266,2419,frame.02419.jpg,0.015523589,0.8900423,0.022682142,0.000179984,0.00040394,0.000446812,2.80E-05,0.07069325
0.5,0.65,0.2,0.05,0.75,0.85,0.6,0.3,0.4,0.25,1,0.75,0.5,0.25,0.95,0.15,2420,frame.02420.jpg,0.080560096,0.8354008,0.030073639,0.000832084,0.001941545,0.000773073,0.000242078,0.050176658
0.5,0.65,0.2,0.05,0.75,0.85,0.6,0.3,0.4,0.25,1,0.75,0.5,0.25,0.95,0.15,2421,frame.02421.jpg,0.080560096,0.8354008,0.030073639,0.000832084,0.001941545,0.000773073,0.000242078,0.050176658
0.25,0.4,0.95,0.1,0.75,0.7,0.6,0.35,0.75,0.25,1,0.45,0.55,0.3,0.1,0.25,2422,frame.02422.jpg,0.002067373,0.7963533,0.015992992,0.000235091,0.000632203,0.001334798,3.90E-05,0.183345273
0.25,0.4,0.95,0.1,0.75,0.7,0.6,0.35,0.75,0.25,1,0.45,0.55,0.3,0.1,0.25,2423,frame.02423.jpg,0.002067373,0.7963533,0.015992992,0.000235091,0.000632203,0.001334798,3.90E-05,0.183345273
0.26699,0.198116,0.810549,0.335865,0.371467,0.489871,0.58351,0.227039,0.639907,0.320678,0.531082,0.509216,0.326097,0.363339,0.282177,0.123822,2424,frame.02424.jpg,0.001799311,0.8608266,0.016124636,0.000155823,0.00040545,0.000504135,1.18E-05,0.120172195
0.4,0,0.95,0.8,0,0.4,0.8,0.15,0.75,0.55,0.1,0.8,0.15,0.6,0.65,0,2425,frame.02425.jpg,0.002628464,0.9098349,0.025226524,0.000316514,0.000863151,0.000770598,2.46E-05,0.060335264
